"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"ENERGY JOURNAL","ENERG J","SAGE PUBLICATIONS INC","0195-6574","1944-9089","ENVIRONMENTAL STUDIES","SSCI","3,266","2.4","0.67","2.6","10.73"%,"100"%,"88",
"INFORMS JOURNAL ON COMPUTING","INFORMS J COMPUT","INFORMS","1091-9856","1526-5528","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","3,246","2.1","0.49","2.7","0"%,"99.17"%,"120",
"INFORMS JOURNAL ON COMPUTING","INFORMS J COMPUT","INFORMS","1091-9856","1526-5528","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","3,246","2.1","0.49","2.7","0"%,"99.17"%,"120",
"ECONOMY AND SOCIETY","ECON SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0308-5147","1469-5766","ECONOMICS","SSCI","3,221","4.3","1.37","4.9","61.45"%,"100"%,"31",
"ECONOMY AND SOCIETY","ECON SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0308-5147","1469-5766","SOCIOLOGY","SSCI","3,221","4.3","1.37","4.9","61.45"%,"100"%,"31",
"EMPLOYEE RELATIONS","EMPL RELAT","EMERALD GROUP PUBLISHING LTD","0142-5455","1758-7069","INDUSTRIAL RELATIONS & LABOR","SSCI","3,161","3.2","1.05","3.8","10.55"%,"96.59"%,"88",
"EMPLOYEE RELATIONS","EMPL RELAT","EMERALD GROUP PUBLISHING LTD","0142-5455","1758-7069","MANAGEMENT","SSCI","3,161","3.2","1.05","3.8","10.55"%,"96.59"%,"88",
"FINANCIAL ANALYSTS JOURNAL","FINANC ANAL J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0015-198X","1938-3312","BUSINESS, FINANCE","SSCI","3,114","2.2","0.83","3.9","31.33"%,"100"%,"20",
"Global Business Review","GLOB BUS REV","SAGE PUBLICATIONS LTD","0972-1509","0973-0664","BUSINESS","ESCI","3,057","1.9","0.4","2.4","3.98"%,"100"%,"101",
"Global Business Review","GLOB BUS REV","SAGE PUBLICATIONS LTD","0972-1509","0973-0664","MANAGEMENT","ESCI","3,057","1.9","0.4","2.4","3.98"%,"100"%,"101",
"INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION","INT J PUBLIC ADMIN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0190-0692","1532-4265","PUBLIC ADMINISTRATION","ESCI","3,004","2.1","0.76","2.5","15.9"%,"100"%,"78",
"International Journal of Organizational Analysis","INT J ORGAN ANAL","EMERALD GROUP PUBLISHING LTD","1934-8835","1758-8561","MANAGEMENT","ESCI","2,978","2.9","0.64","3.5","4.7"%,"95.7"%,"186",
"Electronic Commerce Research","ELECTRON COMMER RES","SPRINGER","1389-5753","1572-9362","BUSINESS","SSCI","2,975","4.7","0.94","4.6","17.59"%,"100"%,"130",
"Electronic Commerce Research","ELECTRON COMMER RES","SPRINGER","1389-5753","1572-9362","MANAGEMENT","SSCI","2,975","4.7","0.94","4.6","17.59"%,"100"%,"130",
"INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION","INT J IND ORGAN","ELSEVIER","0167-7187","1873-7986","ECONOMICS","SSCI","2,910","1.4","0.44","1.7","25.64"%,"97.5"%,"40",
"INTERNATIONAL STATISTICAL REVIEW","INT STAT REV","WILEY","0306-7734","1751-5823","STATISTICS & PROBABILITY","SCIE","2,824","1.8","0.74","2.4","38.46"%,"100"%,"28",
"INFORMATION AND COMPUTATION","INFORM COMPUT","ACADEMIC PRESS INC ELSEVIER SCIENCE","0890-5401","1090-2651","COMPUTER SCIENCE, THEORY & METHODS","SCIE","2,798","1","0.35","1.1","25.65"%,"100"%,"71",
"INFORMATION AND COMPUTATION","INFORM COMPUT","ACADEMIC PRESS INC ELSEVIER SCIENCE","0890-5401","1090-2651","MATHEMATICS, APPLIED","SCIE","2,798","1","0.35","1.1","25.65"%,"100"%,"71",
"INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE","INT J ELECTRON COMM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1086-4415","1557-9301","BUSINESS","SSCI","2,794","3.8","0.91","6.1","13.33"%,"100"%,"20",
"INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE","INT J ELECTRON COMM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1086-4415","1557-9301","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","2,794","3.8","0.91","6.1","13.33"%,"100"%,"20",
"International Review for the Sociology of Sport","INT REV SOCIOL SPORT","SAGE PUBLICATIONS LTD","1012-6902","1461-7218","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,698","2.6","0.88","3","45.26"%,"100"%,"84",
"International Review for the Sociology of Sport","INT REV SOCIOL SPORT","SAGE PUBLICATIONS LTD","1012-6902","1461-7218","SOCIOLOGY","SSCI","2,698","2.6","0.88","3","45.26"%,"100"%,"84",
"International Journal of Educational Management","INT J EDUC MANAG","EMERALD GROUP PUBLISHING LTD","0951-354X","1758-6518","MANAGEMENT","ESCI","2,622","2.4","0.56","2.4","5.78"%,"100"%,"118",
"Expert Review of Pharmacoeconomics & Outcomes Research","EXPERT REV PHARM OUT","TAYLOR & FRANCIS LTD","1473-7167","1744-8379","HEALTH CARE SCIENCES & SERVICES","SCIE","2,611","1.5","0.5","2","33.99"%,"71.7"%,"106",
"Expert Review of Pharmacoeconomics & Outcomes Research","EXPERT REV PHARM OUT","TAYLOR & FRANCIS LTD","1473-7167","1744-8379","HEALTH POLICY & SERVICES","SSCI","2,611","1.5","0.5","2","33.99"%,"71.7"%,"106",
"Expert Review of Pharmacoeconomics & Outcomes Research","EXPERT REV PHARM OUT","TAYLOR & FRANCIS LTD","1473-7167","1744-8379","PHARMACOLOGY & PHARMACY","SCIE","2,611","1.5","0.5","2","33.99"%,"71.7"%,"106",
"Ethics and Information Technology","ETHICS INF TECHNOL","SPRINGER","1388-1957","1572-8439","ETHICS","SSCI","2,603","4","3.02","4.4","71.1"%,"100"%,"67",
"Ethics and Information Technology","ETHICS INF TECHNOL","SPRINGER","1388-1957","1572-8439","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,603","4","3.02","4.4","71.1"%,"100"%,"67",
"Ethics and Information Technology","ETHICS INF TECHNOL","SPRINGER","1388-1957","1572-8439","PHILOSOPHY","AHCI","2,603","4","3.02","4.4","71.1"%,"100"%,"67",
"Industry and Innovation","IND INNOV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1366-2716","1469-8390","ECONOMICS","SSCI","2,568","4.2","1.03","4.5","39.07"%,"100"%,"60",
"Industry and Innovation","IND INNOV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1366-2716","1469-8390","MANAGEMENT","SSCI","2,568","4.2","1.03","4.5","39.07"%,"100"%,"60",
"EXPERIMENTAL ECONOMICS","EXP ECON","CAMBRIDGE UNIV PRESS","1386-4157","1573-6938","ECONOMICS","SSCI","2,531","1.7","0.56","2.6","58.42"%,"100"%,"29",
"INTERNATIONAL JOURNAL OF STRESS MANAGEMENT","INT J STRESS MANAGE","EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","1072-5245","1573-3424","PSYCHOLOGY, APPLIED","SSCI","2,528","2.5","0.8","4.2","6.42"%,"96.88"%,"32",
"International Journal of Heritage Studies","INT J HERIT STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1352-7258","1470-3610","HUMANITIES, MULTIDISCIPLINARY","AHCI","2,522","1.7","2.25","2.3","47.53"%,"100"%,"108",
"International Journal of Heritage Studies","INT J HERIT STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1352-7258","1470-3610","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,522","1.7","2.25","2.3","47.53"%,"100"%,"108",
"HOUSING POLICY DEBATE","HOUS POLICY DEBATE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1051-1482","2152-050X","DEVELOPMENT STUDIES","SSCI","2,503","2.9","0.78","3.3","16.2"%,"100"%,"34",
"HOUSING POLICY DEBATE","HOUS POLICY DEBATE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1051-1482","2152-050X","URBAN STUDIES","SSCI","2,503","2.9","0.78","3.3","16.2"%,"100"%,"34",
"INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY","INT J AUTO TECH-KOR","KOREAN SOC AUTOMOTIVE ENGINEERS-KSAE","1229-9138","1976-3832","ENGINEERING, MECHANICAL","SCIE","2,489","1.5","0.35","1.7","3.85"%,"100"%,"182",
"INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY","INT J AUTO TECH-KOR","KOREAN SOC AUTOMOTIVE ENGINEERS-KSAE","1229-9138","1976-3832","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","2,489","1.5","0.35","1.7","3.85"%,"100"%,"182",
"Global Finance Journal","GLOB FINANC J","ELSEVIER","1044-0283","1873-5665","BUSINESS, FINANCE","SSCI","2,477","5.5","1.65","4.8","14.8"%,"100"%,"98",
"European Sport Management Quarterly","EUR SPORT MANAG Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1618-4742","1746-031X","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,432","3.7","0.79","4.3","33.58"%,"94.59"%,"37",
"European Sport Management Quarterly","EUR SPORT MANAG Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1618-4742","1746-031X","MANAGEMENT","SSCI","2,432","3.7","0.79","4.3","33.58"%,"94.59"%,"37",
"Health Informatics Journal","HEALTH INFORM J","SAGE PUBLICATIONS INC","1460-4582","1741-2811","HEALTH CARE SCIENCES & SERVICES","SCIE","2,418","2.3","0.69","2.7","95.11"%,"94.59"%,"111",
"Health Informatics Journal","HEALTH INFORM J","SAGE PUBLICATIONS INC","1460-4582","1741-2811","MEDICAL INFORMATICS","SCIE","2,418","2.3","0.69","2.7","95.11"%,"94.59"%,"111",
"INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES","INT REV ADM SCI","SAGE PUBLICATIONS LTD","0020-8523","1461-7226","PUBLIC ADMINISTRATION","SSCI","2,412","2.6","1.08","3.1","26.73"%,"100"%,"23",
"FEMINIST ECONOMICS","FEM ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1354-5701","1466-4372","ECONOMICS","SSCI","2,407","2","1.33","3.8","24.24"%,"100"%,"32",
"FEMINIST ECONOMICS","FEM ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1354-5701","1466-4372","WOMENS STUDIES","SSCI","2,407","2","1.33","3.8","24.24"%,"100"%,"32",
"INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS","INT J SOC ECON","EMERALD GROUP PUBLISHING LTD","0306-8293","1758-6712","ECONOMICS","ESCI","2,402","1.7","0.57","2","2.72"%,"99.14"%,"116",
"Human Resource Development Review","HUM RESOUR DEV REV","SAGE PUBLICATIONS INC","1534-4843","1552-6712","MANAGEMENT","SSCI","2,328","4.6","0.73","8.2","15.94"%,"35"%,"20",
"European Financial Management","EUR FINANC MANAG","WILEY","1354-7798","1468-036X","BUSINESS, FINANCE","SSCI","2,253","3.1","0.73","3.2","42.6"%,"100"%,"54",
"Gender in Management","GEND MANAG","EMERALD GROUP PUBLISHING LTD","1754-2413","1754-2421","BUSINESS","SSCI","2,244","2.6","0.86","3.4","9.09"%,"95.92"%,"49",
"Gender in Management","GEND MANAG","EMERALD GROUP PUBLISHING LTD","1754-2413","1754-2421","MANAGEMENT","SSCI","2,244","2.6","0.86","3.4","9.09"%,"95.92"%,"49",
"Gender in Management","GEND MANAG","EMERALD GROUP PUBLISHING LTD","1754-2413","1754-2421","WOMENS STUDIES","SSCI","2,244","2.6","0.86","3.4","9.09"%,"95.92"%,"49",
"Global Environmental Politics","GLOBAL ENVIRON POLIT","MIT PRESS","1526-3800","1536-0091","ENVIRONMENTAL STUDIES","SSCI","2,243","4","1.86","5.4","24.24"%,"100"%,"32",
"Global Environmental Politics","GLOBAL ENVIRON POLIT","MIT PRESS","1526-3800","1536-0091","INTERNATIONAL RELATIONS","SSCI","2,243","4","1.86","5.4","24.24"%,"100"%,"32",
"Global Environmental Politics","GLOBAL ENVIRON POLIT","MIT PRESS","1526-3800","1536-0091","POLITICAL SCIENCE","SSCI","2,243","4","1.86","5.4","24.24"%,"100"%,"32",
"European Journal of Development Research","EUR J DEV RES","PALGRAVE MACMILLAN LTD","0957-8811","1743-9728","DEVELOPMENT STUDIES","SSCI","2,235","2.6","0.74","2.5","44.03"%,"98.31"%,"59",
"EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS","EUR REV AGRIC ECON","OXFORD UNIV PRESS","0165-1587","1464-3618","AGRICULTURAL ECONOMICS & POLICY","SCIE","2,230","3.5","1.27","4.3","27.78"%,"94.12"%,"34",
"EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS","EUR REV AGRIC ECON","OXFORD UNIV PRESS","0165-1587","1464-3618","ECONOMICS","SSCI","2,230","3.5","1.27","4.3","27.78"%,"94.12"%,"34",
"European Journal of International Law","EUR J INT LAW","OXFORD UNIV PRESS","0938-5428","1464-3596","INTERNATIONAL RELATIONS","SSCI","2,226","2.4","1.52","1.9","33.33"%,"85.37"%,"41",
"European Journal of International Law","EUR J INT LAW","OXFORD UNIV PRESS","0938-5428","1464-3596","LAW","SSCI","2,226","2.4","1.52","1.9","33.33"%,"85.37"%,"41",
"Economics of Innovation and New Technology","ECON INNOV NEW TECH","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1043-8599","1476-8364","ECONOMICS","SSCI","2,217","2.6","0.8","3.3","20.9"%,"100"%,"55",
"Human Resource Development Quarterly","HUM RESOUR DEV Q","WILEY PERIODICALS, INC","1044-8004","1532-1096","INDUSTRIAL RELATIONS & LABOR","SSCI","2,150","3.8","1.27","5.5","32.61"%,"100"%,"22",
"Human Resource Development Quarterly","HUM RESOUR DEV Q","WILEY PERIODICALS, INC","1044-8004","1532-1096","MANAGEMENT","SSCI","2,150","3.8","1.27","5.5","32.61"%,"100"%,"22",
"Human Resource Development Quarterly","HUM RESOUR DEV Q","WILEY PERIODICALS, INC","1044-8004","1532-1096","PSYCHOLOGY, APPLIED","SSCI","2,150","3.8","1.27","5.5","32.61"%,"100"%,"22",
"Global Strategy Journal","GLOB STRATEG J","WILEY","2042-5791","2042-5805","BUSINESS","SSCI","2,135","4.7","1.21","7.4","60.76"%,"100"%,"14",
"Global Strategy Journal","GLOB STRATEG J","WILEY","2042-5791","2042-5805","MANAGEMENT","SSCI","2,135","4.7","1.21","7.4","60.76"%,"100"%,"14",
"Information Technology for Development","INFORM TECHNOL DEV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0268-1102","1554-0170","DEVELOPMENT STUDIES","SSCI","2,112","6.4","1.52","6.9","28.16"%,"100"%,"48",
"Information Technology for Development","INFORM TECHNOL DEV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0268-1102","1554-0170","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,112","6.4","1.52","6.9","28.16"%,"100"%,"48",
"GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","GLOBAL NETW","WILEY","1470-2266","1471-0374","ANTHROPOLOGY","SSCI","2,105","2.2","1.29","2.8","52.11"%,"97.5"%,"40",
"GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","GLOBAL NETW","WILEY","1470-2266","1471-0374","GEOGRAPHY","SSCI","2,105","2.2","1.29","2.8","52.11"%,"97.5"%,"40",
"GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","GLOBAL NETW","WILEY","1470-2266","1471-0374","SOCIOLOGY","SSCI","2,105","2.2","1.29","2.8","52.11"%,"97.5"%,"40",
"ENVIRONMETRICS","ENVIRONMETRICS","WILEY","1180-4009","1099-095X","ENVIRONMENTAL SCIENCES","SCIE","2,100","1.7","0.57","1.6","45.39"%,"97.78"%,"45",
"ENVIRONMETRICS","ENVIRONMETRICS","WILEY","1180-4009","1099-095X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,100","1.7","0.57","1.6","45.39"%,"97.78"%,"45",
"ENVIRONMETRICS","ENVIRONMETRICS","WILEY","1180-4009","1099-095X","STATISTICS & PROBABILITY","SCIE","2,100","1.7","0.57","1.6","45.39"%,"97.78"%,"45",
"GROWTH AND CHANGE","GROWTH CHANGE","WILEY","0017-4815","1468-2257","DEVELOPMENT STUDIES","SSCI","2,051","2.1","0.62","2.9","21.26"%,"100"%,"41",
"GROWTH AND CHANGE","GROWTH CHANGE","WILEY","0017-4815","1468-2257","REGIONAL & URBAN PLANNING","SSCI","2,051","2.1","0.62","2.9","21.26"%,"100"%,"41",
"Industrial and Organizational Psychology","IND ORGAN PSYCHOL-US","CAMBRIDGE UNIV PRESS","1754-9426","1754-9434","PSYCHOLOGY, APPLIED","SSCI","2,040","4.3","1.79","7.5","32.53"%,"100"%,"38",
"ENVIRONMENT AND DEVELOPMENT ECONOMICS","ENVIRON DEV ECON","CAMBRIDGE UNIV PRESS","1355-770X","1469-4395","ECONOMICS","SSCI","1,965","1.5","0.55","2.6","35.62"%,"100"%,"25",
"ENVIRONMENT AND DEVELOPMENT ECONOMICS","ENVIRON DEV ECON","CAMBRIDGE UNIV PRESS","1355-770X","1469-4395","ENVIRONMENTAL STUDIES","SSCI","1,965","1.5","0.55","2.6","35.62"%,"100"%,"25",
"EUROPEAN JOURNAL OF COMMUNICATION","EUR J COMMUN","SAGE PUBLICATIONS LTD","0267-3231","1460-3705","COMMUNICATION","SSCI","1,963","2.9","1.1","3.3","43.3"%,"93.75"%,"32",
"EUROPE-ASIA STUDIES","EUROPE-ASIA STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0966-8136","1465-3427","AREA STUDIES","SSCI","1,952","1.2","0.8","1.6","27.84"%,"97.96"%,"49",
"EUROPE-ASIA STUDIES","EUROPE-ASIA STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0966-8136","1465-3427","ECONOMICS","SSCI","1,952","1.2","0.8","1.6","27.84"%,"97.96"%,"49",
"EUROPE-ASIA STUDIES","EUROPE-ASIA STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0966-8136","1465-3427","POLITICAL SCIENCE","SSCI","1,952","1.2","0.8","1.6","27.84"%,"97.96"%,"49",
"INTERNATIONAL JOURNAL OF MARKET RESEARCH","INT J MARKET RES","SAGE PUBLICATIONS LTD","1470-7853","2515-2173","BUSINESS","SSCI","1,942","1.4","0.38","3.3","23.81"%,"100"%,"35",
"INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT","INT J SELECT ASSESS","WILEY","0965-075X","1468-2389","MANAGEMENT","SSCI","1,925","2.4","0.72","3","48.74"%,"97.62"%,"42",
"INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT","INT J SELECT ASSESS","WILEY","0965-075X","1468-2389","PSYCHOLOGY, APPLIED","SSCI","1,925","2.4","0.72","3","48.74"%,"97.62"%,"42",
"European Management Review","EUR MANAG REV","WILEY PERIODICALS, INC","1740-4754","1740-4762","MANAGEMENT","SSCI","1,908","2.8","0.72","3.7","56.08"%,"93.85"%,"65",
"International Journal of Managing Projects in Business","INT J MANAG PROJ BUS","EMERALD GROUP PUBLISHING LTD","1753-8378","1753-8386","BUSINESS","SSCI","1,898","3.1","0.57","3.4","16.92"%,"100"%,"51",
"International Journal of Managing Projects in Business","INT J MANAG PROJ BUS","EMERALD GROUP PUBLISHING LTD","1753-8378","1753-8386","MANAGEMENT","SSCI","1,898","3.1","0.57","3.4","16.92"%,"100"%,"51",
"INTERACTING WITH COMPUTERS","INTERACT COMPUT","OXFORD UNIV PRESS","0953-5438","1873-7951","COMPUTER SCIENCE, CYBERNETICS","SCIE","1,888","1.3","0.32","1.9","31.13"%,"100"%,"62",
"INTERACTING WITH COMPUTERS","INTERACT COMPUT","OXFORD UNIV PRESS","0953-5438","1873-7951","ERGONOMICS","SSCI","1,888","1.3","0.32","1.9","31.13"%,"100"%,"62",
"HUMAN RESOURCE DEVELOPMENT INTERNATIONAL","HUM RESOUR DEV INT","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1367-8868","1469-8374","MANAGEMENT","ESCI","1,847","3.9","0.85","4.4","21.09"%,"100"%,"49",
"HUMAN PERFORMANCE","HUM PERFORM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0895-9285","1532-7043","PSYCHOLOGY, APPLIED","SSCI","1,843","2.2","0.83","2.9","12.2"%,"100"%,"14",
"Equality Diversity and Inclusion","EQUAL DIVERS INCL","EMERALD GROUP PUBLISHING LTD","2040-7149","2040-7157","MANAGEMENT","ESCI","1,842","2.2","0.75","3","9.21"%,"95.41"%,"109",
"Equality Diversity and Inclusion","EQUAL DIVERS INCL","EMERALD GROUP PUBLISHING LTD","2040-7149","2040-7157","WOMENS STUDIES","ESCI","1,842","2.2","0.75","3","9.21"%,"95.41"%,"109",
"Enterprise Information Systems","ENTERP INF SYST-UK","TAYLOR & FRANCIS LTD","1751-7575","1751-7583","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,835","3.9","1","3.9","20.37"%,"90.2"%,"51",
"International Journal of Lean Six Sigma","INT J LEAN SIX SIG","EMERALD GROUP PUBLISHING LTD","2040-4166","2040-4174","ENGINEERING, INDUSTRIAL","SCIE","1,813","3.7","0.72","4","13.11"%,"97.06"%,"68",
"International Journal of Lean Six Sigma","INT J LEAN SIX SIG","EMERALD GROUP PUBLISHING LTD","2040-4166","2040-4174","MANAGEMENT","SSCI","1,813","3.7","0.72","4","13.11"%,"97.06"%,"68",
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","INT J TECHNOL MANAGE","INDERSCIENCE ENTERPRISES LTD","0267-5730","1741-5276","ENGINEERING, MULTIDISCIPLINARY","SCIE","1,797","1.4","0.42","1.8","0.76"%,"97.87"%,"47",
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","INT J TECHNOL MANAGE","INDERSCIENCE ENTERPRISES LTD","0267-5730","1741-5276","MANAGEMENT","SSCI","1,797","1.4","0.42","1.8","0.76"%,"97.87"%,"47",
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","INT J TECHNOL MANAGE","INDERSCIENCE ENTERPRISES LTD","0267-5730","1741-5276","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,797","1.4","0.42","1.8","0.76"%,"97.87"%,"47",
"European Journal of Population-Revue Europeenne de Demographie","EUR J POPUL","SPRINGER","0168-6577","1572-9885","DEMOGRAPHY","SSCI","1,794","2.6","1.24","3.2","92.52"%,"100"%,"32",
"International Public Management Journal","INT PUBLIC MANAG J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1096-7494","1559-3169","PUBLIC ADMINISTRATION","SSCI","1,789","3","0.89","3.2","30"%,"100"%,"44",
"International Journal of Information Security","INT J INF SECUR","SPRINGER","1615-5262","1615-5270","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,787","3.2","0.72","3.1","35.28"%,"99.1"%,"111",
"International Journal of Information Security","INT J INF SECUR","SPRINGER","1615-5262","1615-5270","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","1,787","3.2","0.72","3.1","35.28"%,"99.1"%,"111",
"International Journal of Information Security","INT J INF SECUR","SPRINGER","1615-5262","1615-5270","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,787","3.2","0.72","3.1","35.28"%,"99.1"%,"111",
"International Journal of Public Sector Management","INT J PUBLIC SECT MA","EMERALD GROUP PUBLISHING LTD","0951-3558","1758-6666","MANAGEMENT","ESCI","1,775","2.5","0.77","3.4","19.29"%,"90.63"%,"64",
"International Journal of Public Sector Management","INT J PUBLIC SECT MA","EMERALD GROUP PUBLISHING LTD","0951-3558","1758-6666","PUBLIC ADMINISTRATION","ESCI","1,775","2.5","0.77","3.4","19.29"%,"90.63"%,"64",
"Information and Organization","INFORM ORGAN-UK","ELSEVIER SCI LTD","1471-7727","1873-7919","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,721","4.7","1.54","6.9","38.6"%,"100"%,"22",
"Information and Organization","INFORM ORGAN-UK","ELSEVIER SCI LTD","1471-7727","1873-7919","MANAGEMENT","SSCI","1,721","4.7","1.54","6.9","38.6"%,"100"%,"22",
"IATSS Research","IATSS RES","ELSEVIER SCI LTD","0386-1112","2210-4240","TRANSPORTATION","ESCI","1,685","3.3","0.78","4","96.89"%,"98.11"%,"53",
"Facilities","FACILITIES","EMERALD GROUP PUBLISHING LTD","0263-2772","1758-7131","MANAGEMENT","ESCI","1,677","1.9","0.44","2.2","14.2"%,"100"%,"44",
"EUROPEAN URBAN AND REGIONAL STUDIES","EUR URBAN REG STUD","SAGE PUBLICATIONS LTD","0969-7764","1461-7145","ENVIRONMENTAL STUDIES","SSCI","1,655","2.6","0.77","3.7","40.26"%,"100"%,"17",
"EUROPEAN URBAN AND REGIONAL STUDIES","EUR URBAN REG STUD","SAGE PUBLICATIONS LTD","0969-7764","1461-7145","GEOGRAPHY","SSCI","1,655","2.6","0.77","3.7","40.26"%,"100"%,"17",
"EUROPEAN URBAN AND REGIONAL STUDIES","EUR URBAN REG STUD","SAGE PUBLICATIONS LTD","0969-7764","1461-7145","REGIONAL & URBAN PLANNING","SSCI","1,655","2.6","0.77","3.7","40.26"%,"100"%,"17",
"EUROPEAN URBAN AND REGIONAL STUDIES","EUR URBAN REG STUD","SAGE PUBLICATIONS LTD","0969-7764","1461-7145","URBAN STUDIES","SSCI","1,655","2.6","0.77","3.7","40.26"%,"100"%,"17",
"HEALTH CARE MANAGEMENT REVIEW","HEALTH CARE MANAGE R","LIPPINCOTT WILLIAMS & WILKINS","0361-6274","1550-5030","HEALTH POLICY & SERVICES","SSCI","1,654","2.8","1.06","3.2","18.63"%,"100"%,"31",
"HUMAN-COMPUTER INTERACTION","HUM-COMPUT INTER-US","TAYLOR & FRANCIS INC","0737-0024","1532-7051","COMPUTER SCIENCE, CYBERNETICS","SCIE","1,632","4.4","0.77","5.5","50.94"%,"100"%,"15",
"HUMAN-COMPUTER INTERACTION","HUM-COMPUT INTER-US","TAYLOR & FRANCIS INC","0737-0024","1532-7051","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,632","4.4","0.77","5.5","50.94"%,"100"%,"15",
"International Journal of Cultural Policy","INT J CULT POLICY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1028-6632","1477-2833","CULTURAL STUDIES","AHCI, SSCI","1,608","1.6","1.66","1.9","38.17"%,"100"%,"59",
"Health Care Management Science","HEALTH CARE MANAG SC","SPRINGER","1386-9620","1572-9389","HEALTH POLICY & SERVICES","SSCI","1,604","2","0.97","3","35.64"%,"92.59"%,"27",
"International Journal of Sociology and Social Policy","INT J SOCIOL SOC POL","EMERALD GROUP PUBLISHING LTD","0144-333X","1758-6720","SOCIOLOGY","ESCI","1,593","1.3","0.7","2","17.14"%,"98.8"%,"83",
