"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Research in Transportation Economics","RES TRANSP ECON","ELSEVIER SCI LTD","0739-8859","1875-7979","TRANSPORTATION","SSCI","3,088","3.4","1.16","3.6","31.92"%,"100"%,"49",
"Maritime Policy & Management","MARIT POLICY MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0308-8839","1464-5254","TRANSPORTATION","SSCI","3,061","3.6","0.85","3.8","11.56"%,"95.92"%,"49",
"Socio-Economic Review","SOCIO-ECON REV","OXFORD UNIV PRESS","1475-1461","1475-147X","ECONOMICS","SSCI","3,055","2.6","1.36","3.7","45.02"%,"97.5"%,"80",
"Socio-Economic Review","SOCIO-ECON REV","OXFORD UNIV PRESS","1475-1461","1475-147X","POLITICAL SCIENCE","SSCI","3,055","2.6","1.36","3.7","45.02"%,"97.5"%,"80",
"Socio-Economic Review","SOCIO-ECON REV","OXFORD UNIV PRESS","1475-1461","1475-147X","SOCIOLOGY","SSCI","3,055","2.6","1.36","3.7","45.02"%,"97.5"%,"80",
"ONLINE INFORMATION REVIEW","ONLINE INFORM REV","EMERALD GROUP PUBLISHING LTD","1468-4527","1468-4535","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,022","3.5","0.92","3.7","4.9"%,"98.55"%,"69",
"ONLINE INFORMATION REVIEW","ONLINE INFORM REV","EMERALD GROUP PUBLISHING LTD","1468-4527","1468-4535","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","3,022","3.5","0.92","3.7","4.9"%,"98.55"%,"69",
"ORGANIZATIONAL DYNAMICS","ORGAN DYN","ELSEVIER SCIENCE INC","0090-2616","1873-3530","BUSINESS","SSCI","3,022","2.5","0.75","2.3","30.3"%,"100"%,"36",
"ORGANIZATIONAL DYNAMICS","ORGAN DYN","ELSEVIER SCIENCE INC","0090-2616","1873-3530","MANAGEMENT","SSCI","3,022","2.5","0.75","2.3","30.3"%,"100"%,"36",
"ORGANIZATIONAL DYNAMICS","ORGAN DYN","ELSEVIER SCIENCE INC","0090-2616","1873-3530","PSYCHOLOGY, APPLIED","SSCI","3,022","2.5","0.75","2.3","30.3"%,"100"%,"36",
"Judgment and Decision Making","JUDGM DECIS MAK","CAMBRIDGE UNIV PRESS","1930-2975","1930-2975","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","2,985","1.9","0.66","2.3","66.13"%,"97.14"%,"35",
"JOURNAL OF URBAN AFFAIRS","J URBAN AFF","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0735-2166","1467-9906","URBAN STUDIES","SSCI","2,944","1.9","0.59","2.6","23.34"%,"99.16"%,"119",
"Sustainability Accounting Management and Policy Journal","SUSTAIN ACCOUNT MANA","EMERALD GROUP PUBLISHING LTD","2040-8021","2040-803X","BUSINESS, FINANCE","SSCI","2,906","7.2","1.38","7.4","14.59"%,"96"%,"75",
"Sustainability Accounting Management and Policy Journal","SUSTAIN ACCOUNT MANA","EMERALD GROUP PUBLISHING LTD","2040-8021","2040-803X","ENVIRONMENTAL STUDIES","SSCI","2,906","7.2","1.38","7.4","14.59"%,"96"%,"75",
"Sustainability Accounting Management and Policy Journal","SUSTAIN ACCOUNT MANA","EMERALD GROUP PUBLISHING LTD","2040-8021","2040-803X","MANAGEMENT","SSCI","2,906","7.2","1.38","7.4","14.59"%,"96"%,"75",
"PAPERS IN REGIONAL SCIENCE","PAP REG SCI","ELSEVIER SCI LTD","1056-8190","1435-5957","ECONOMICS","SSCI","2,881","2.3","0.64","2.7","93.08"%,"100"%,"44",
"PAPERS IN REGIONAL SCIENCE","PAP REG SCI","ELSEVIER SCI LTD","1056-8190","1435-5957","ENVIRONMENTAL STUDIES","SSCI","2,881","2.3","0.64","2.7","93.08"%,"100"%,"44",
"PAPERS IN REGIONAL SCIENCE","PAP REG SCI","ELSEVIER SCI LTD","1056-8190","1435-5957","GEOGRAPHY","SSCI","2,881","2.3","0.64","2.7","93.08"%,"100"%,"44",
"PAPERS IN REGIONAL SCIENCE","PAP REG SCI","ELSEVIER SCI LTD","1056-8190","1435-5957","REGIONAL & URBAN PLANNING","SSCI","2,881","2.3","0.64","2.7","93.08"%,"100"%,"44",
"POETICS","POETICS","ELSEVIER","0304-422X","1872-7514","LITERATURE","AHCI","2,881","1.7","5.93","2.3","38.42"%,"100"%,"55",
"POETICS","POETICS","ELSEVIER","0304-422X","1872-7514","SOCIOLOGY","SSCI","2,881","1.7","5.93","2.3","38.42"%,"100"%,"55",
"OXFORD ECONOMIC PAPERS-NEW SERIES","OXFORD ECON PAP","OXFORD UNIV PRESS","0030-7653","1464-3812","ECONOMICS","SSCI","2,806","1.1","0.33","1.3","27.95"%,"100"%,"50",
"PHILOSOPHY & PUBLIC AFFAIRS","PHILOS PUBLIC AFF","WILEY","0048-3915","1088-4963","ETHICS","SSCI","2,743","2.1","2.4","3.1","63.64"%,"100"%,"18",
"PHILOSOPHY & PUBLIC AFFAIRS","PHILOS PUBLIC AFF","WILEY","0048-3915","1088-4963","POLITICAL SCIENCE","SSCI","2,743","2.1","2.4","3.1","63.64"%,"100"%,"18",
"Sport in Society","SPORT SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1743-0437","1743-0445","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,736","1.7","0.56","1.9","42.02"%,"97.73"%,"88",
"Sport in Society","SPORT SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1743-0437","1743-0445","SOCIOLOGY","SSCI","2,736","1.7","0.56","1.9","42.02"%,"97.73"%,"88",
"SCIENCE COMMUNICATION","SCI COMMUN","SAGE PUBLICATIONS INC","1075-5470","1552-8545","COMMUNICATION","SSCI","2,730","4.1","1.7","6.7","22.34"%,"100"%,"44",
"LAND ECONOMICS","LAND ECON","UNIV WISCONSIN PRESS","0023-7639","1543-8325","ECONOMICS","SSCI","2,728","1.6","0.42","1.7","14.02"%,"100"%,"35",
"LAND ECONOMICS","LAND ECON","UNIV WISCONSIN PRESS","0023-7639","1543-8325","ENVIRONMENTAL STUDIES","SSCI","2,728","1.6","0.42","1.7","14.02"%,"100"%,"35",
"Leisure Studies","LEISURE STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0261-4367","1466-4496","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,676","2.4","0.67","2.8","26.45"%,"100"%,"72",
"REVIEW OF ECONOMIC DYNAMICS","REV ECON DYNAM","ACADEMIC PRESS INC ELSEVIER SCIENCE","1094-2025","1096-6099","ECONOMICS","SSCI","2,668","2.1","0.73","2.2","12.57"%,"100"%,"30",
"Journal of Theoretical and Applied Electronic Commerce Research","J THEOR APPL EL COMM","MDPI","0718-1876","0718-1876","BUSINESS","SSCI","2,657","4.6","1.02","5.1","100"%,"97.79"%,"181",
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","WILEY","0144-5596","1467-9515","DEVELOPMENT STUDIES","SSCI","2,616","2.2","1.09","2.9","66.94"%,"100"%,"105",
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","WILEY","0144-5596","1467-9515","PUBLIC ADMINISTRATION","SSCI","2,616","2.2","1.09","2.9","66.94"%,"100"%,"105",
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","WILEY","0144-5596","1467-9515","SOCIAL ISSUES","SSCI","2,616","2.2","1.09","2.9","66.94"%,"100"%,"105",
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","WILEY","0144-5596","1467-9515","SOCIAL WORK","SSCI","2,616","2.2","1.09","2.9","66.94"%,"100"%,"105",
"JOURNAL OF URBAN PLANNING AND DEVELOPMENT","J URBAN PLAN DEV","ASCE-AMER SOC CIVIL ENGINEERS","0733-9488","1943-5444","ENGINEERING, CIVIL","SCIE","2,603","1.9","0.47","2.2","3.32"%,"98.28"%,"116",
"JOURNAL OF URBAN PLANNING AND DEVELOPMENT","J URBAN PLAN DEV","ASCE-AMER SOC CIVIL ENGINEERS","0733-9488","1943-5444","REGIONAL & URBAN PLANNING","SSCI","2,603","1.9","0.47","2.2","3.32"%,"98.28"%,"116",
"JOURNAL OF URBAN PLANNING AND DEVELOPMENT","J URBAN PLAN DEV","ASCE-AMER SOC CIVIL ENGINEERS","0733-9488","1943-5444","URBAN STUDIES","SSCI","2,603","1.9","0.47","2.2","3.32"%,"98.28"%,"116",
"SECURITY DIALOGUE","SECUR DIALOGUE","SAGE PUBLICATIONS LTD","0967-0106","1460-3640","INTERNATIONAL RELATIONS","SSCI","2,565","2.5","1.43","4","52.13"%,"100"%,"41",
"Managerial Auditing Journal","MANAG AUDIT J","EMERALD GROUP PUBLISHING LTD","0268-6902","1758-7735","BUSINESS, FINANCE","SSCI","2,543","2.8","0.7","3.5","2.44"%,"100"%,"37",
"Managerial Auditing Journal","MANAG AUDIT J","EMERALD GROUP PUBLISHING LTD","0268-6902","1758-7735","MANAGEMENT","SSCI","2,543","2.8","0.7","3.5","2.44"%,"100"%,"37",
"RESOURCE AND ENERGY ECONOMICS","RESOUR ENERGY ECON","ELSEVIER","0928-7655","1873-0221","ECONOMICS","SSCI","2,512","3.1","0.67","3.5","41.41"%,"95.83"%,"24",
"RESOURCE AND ENERGY ECONOMICS","RESOUR ENERGY ECON","ELSEVIER","0928-7655","1873-0221","ENVIRONMENTAL STUDIES","SSCI","2,512","3.1","0.67","3.5","41.41"%,"95.83"%,"24",
"MANAGEMENT INTERNATIONAL REVIEW","MANAGE INT REV","SPRINGER HEIDELBERG","0938-8249","1861-8901","MANAGEMENT","SSCI","2,469","4.1","0.92","4.7","63.16"%,"100"%,"30",
"Journal of Vacation Marketing","J VACAT MARK","SAGE PUBLICATIONS LTD","1356-7667","1479-1870","BUSINESS","SSCI","2,443","5","1.11","5.3","6.95"%,"100"%,"66",
"Journal of Vacation Marketing","J VACAT MARK","SAGE PUBLICATIONS LTD","1356-7667","1479-1870","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,443","5","1.11","5.3","6.95"%,"100"%,"66",
"Review of Environmental Economics and Policy","REV ENV ECON POLICY","UNIV CHICAGO PRESS","1750-6816","1750-6824","ECONOMICS","SSCI","2,428","6.6","1.89","9.5","5.26"%,"100"%,"18",
"Review of Environmental Economics and Policy","REV ENV ECON POLICY","UNIV CHICAGO PRESS","1750-6816","1750-6824","ENVIRONMENTAL STUDIES","SSCI","2,428","6.6","1.89","9.5","5.26"%,"100"%,"18",
"MATHEMATICAL FINANCE","MATH FINANC","WILEY","0960-1627","1467-9965","BUSINESS, FINANCE","SSCI","2,414","2.4","0.73","2.4","44.33"%,"100"%,"21",
"MATHEMATICAL FINANCE","MATH FINANC","WILEY","0960-1627","1467-9965","ECONOMICS","SSCI","2,414","2.4","0.73","2.4","44.33"%,"100"%,"21",
"MATHEMATICAL FINANCE","MATH FINANC","WILEY","0960-1627","1467-9965","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,414","2.4","0.73","2.4","44.33"%,"100"%,"21",
"MATHEMATICAL FINANCE","MATH FINANC","WILEY","0960-1627","1467-9965","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","2,414","2.4","0.73","2.4","44.33"%,"100"%,"21",
"Review of Quantitative Finance and Accounting","REV QUANT FINANC ACC","SPRINGER","0924-865X","1573-7179","BUSINESS, FINANCE","ESCI","2,400","2.1","0.57","2.2","29.82"%,"100"%,"141",
"PUBLIC MONEY & MANAGEMENT","PUBLIC MONEY MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0954-0962","1467-9302","BUSINESS, FINANCE","SSCI","2,399","2.1","0.74","2.7","38.02"%,"100"%,"107",
"PUBLIC MONEY & MANAGEMENT","PUBLIC MONEY MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0954-0962","1467-9302","PUBLIC ADMINISTRATION","SSCI","2,399","2.1","0.74","2.7","38.02"%,"100"%,"107",
"Review of Development Economics","REV DEV ECON","WILEY","1363-6669","1467-9361","DEVELOPMENT STUDIES","SSCI","2,380","2.2","0.66","2.2","26.18"%,"100"%,"97",
"Review of Development Economics","REV DEV ECON","WILEY","1363-6669","1467-9361","ECONOMICS","SSCI","2,380","2.2","0.66","2.2","26.18"%,"100"%,"97",
"Meditari Accountancy Research","MEDITARI ACCOUNT RES","EMERALD GROUP PUBLISHING LTD","2049-372X","2049-3738","BUSINESS, FINANCE","ESCI","2,366","4.4","0.99","4.9","14.8"%,"96"%,"75",
"Management Accounting Research","MANAGE ACCOUNT RES","ELSEVIER","1044-5005","1096-1224","BUSINESS, FINANCE","SSCI","2,344","4","0.92","4.9","37.78"%,"100"%,"15",
"Management Accounting Research","MANAGE ACCOUNT RES","ELSEVIER","1044-5005","1096-1224","MANAGEMENT","SSCI","2,344","4","0.92","4.9","37.78"%,"100"%,"15",
"POLITICS & SOCIETY","POLIT SOC","SAGE PUBLICATIONS INC","0032-3292","1552-7514","POLITICAL SCIENCE","SSCI","2,343","2.7","1.38","3.9","34.55"%,"100"%,"11",
"POLITICS & SOCIETY","POLIT SOC","SAGE PUBLICATIONS INC","0032-3292","1552-7514","SOCIAL ISSUES","SSCI","2,343","2.7","1.38","3.9","34.55"%,"100"%,"11",
"POLITICS & SOCIETY","POLIT SOC","SAGE PUBLICATIONS INC","0032-3292","1552-7514","SOCIOLOGY","SSCI","2,343","2.7","1.38","3.9","34.55"%,"100"%,"11",
"Policy and Society","POLICY SOC","OXFORD UNIV PRESS","1449-4035","1839-3373","POLITICAL SCIENCE","SSCI","2,301","6.1","2.62","7.3","99.08"%,"97.22"%,"36",
"Policy and Society","POLICY SOC","OXFORD UNIV PRESS","1449-4035","1839-3373","PUBLIC ADMINISTRATION","SSCI","2,301","6.1","2.62","7.3","99.08"%,"97.22"%,"36",
"Marketing Theory","MARKETING THEOR","SAGE PUBLICATIONS INC","1470-5931","1741-301X","BUSINESS","SSCI","2,300","2.8","0.59","3.4","56.52"%,"100"%,"31",
"SOUTHERN ECONOMIC JOURNAL","SOUTH ECON J","WILEY","0038-4038","2325-8012","ECONOMICS","SSCI","2,244","1.4","0.53","1.4","28.57"%,"100"%,"64",
"MANAGEMENT LEARNING","MANAGE LEARN","SAGE PUBLICATIONS LTD","1350-5076","1461-7307","MANAGEMENT","SSCI","2,219","3","0.61","4","47.01"%,"100"%,"37",
"Management Review Quarterly","MANAG REV Q","SPRINGERNATURE","2198-1620","2198-1639","BUSINESS","ESCI","2,206","9","2.4","N/A","49.42"%,"100"%,"163",
"Management Review Quarterly","MANAG REV Q","SPRINGERNATURE","2198-1620","2198-1639","BUSINESS, FINANCE","ESCI","2,206","9","2.4","N/A","49.42"%,"100"%,"163",
"Management Review Quarterly","MANAG REV Q","SPRINGERNATURE","2198-1620","2198-1639","MANAGEMENT","ESCI","2,206","9","2.4","N/A","49.42"%,"100"%,"163",
"Politics & Gender","POLIT GENDER","CAMBRIDGE UNIV PRESS","1743-923X","1743-9248","POLITICAL SCIENCE","SSCI","2,194","3.5","1.54","3.8","53.13"%,"92.31"%,"26",
"Politics & Gender","POLIT GENDER","CAMBRIDGE UNIV PRESS","1743-923X","1743-9248","WOMENS STUDIES","SSCI","2,194","3.5","1.54","3.8","53.13"%,"92.31"%,"26",
"OPTIMAL CONTROL APPLICATIONS & METHODS","OPTIM CONTR APPL MET","WILEY","0143-2087","1099-1514","AUTOMATION & CONTROL SYSTEMS","SCIE","2,170","1.5","0.55","1.8","7.01"%,"100"%,"143",
"OPTIMAL CONTROL APPLICATIONS & METHODS","OPTIM CONTR APPL MET","WILEY","0143-2087","1099-1514","MATHEMATICS, APPLIED","SCIE","2,170","1.5","0.55","1.8","7.01"%,"100"%,"143",
"OPTIMAL CONTROL APPLICATIONS & METHODS","OPTIM CONTR APPL MET","WILEY","0143-2087","1099-1514","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","2,170","1.5","0.55","1.8","7.01"%,"100"%,"143",
"Management and Organization Review","MANAGE ORGAN REV","CAMBRIDGE UNIV PRESS","1740-8776","1740-8784","MANAGEMENT","SSCI","2,153","3","0.66","3.7","24.07"%,"82.35"%,"34",
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","HUMAN KINETICS PUBL INC","0888-4781","1543-2793","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,142","1.2","0.5","2.1","2.44"%,"100"%,"26",
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","HUMAN KINETICS PUBL INC","0888-4781","1543-2793","PSYCHOLOGY","SCIE","2,142","1.2","0.5","2.1","2.44"%,"100"%,"26",
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","HUMAN KINETICS PUBL INC","0888-4781","1543-2793","PSYCHOLOGY, APPLIED","SSCI","2,142","1.2","0.5","2.1","2.44"%,"100"%,"26",
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","HUMAN KINETICS PUBL INC","0888-4781","1543-2793","SPORT SCIENCES","SCIE","2,142","1.2","0.5","2.1","2.44"%,"100"%,"26",
"SMALL GROUP RESEARCH","SMALL GR RES","SAGE PUBLICATIONS INC","1046-4964","1552-8278","MANAGEMENT","SSCI","2,118","1.9","0.71","3.4","25.56"%,"100"%,"33",
"SMALL GROUP RESEARCH","SMALL GR RES","SAGE PUBLICATIONS INC","1046-4964","1552-8278","PSYCHOLOGY, APPLIED","SSCI","2,118","1.9","0.71","3.4","25.56"%,"100"%,"33",
"SMALL GROUP RESEARCH","SMALL GR RES","SAGE PUBLICATIONS INC","1046-4964","1552-8278","PSYCHOLOGY, SOCIAL","SSCI","2,118","1.9","0.71","3.4","25.56"%,"100"%,"33",
"SCANDINAVIAN JOURNAL OF ECONOMICS","SCAND J ECON","WILEY","0347-0520","1467-9442","ECONOMICS","SSCI","2,118","1.6","0.55","1.4","68.52"%,"100"%,"34",
"Operations Management Research","OPER MANAGE RES","SPRINGER","1936-9735","1936-9743","MANAGEMENT","SSCI","2,115","5.3","1.59","6.1","21.15"%,"100"%,"73",
"MANAGERIAL FINANCE","MANAG FINANC","EMERALD GROUP PUBLISHING LTD","0307-4358","1758-7743","BUSINESS, FINANCE","ESCI","2,084","2.2","0.56","2.1","2.48"%,"98.23"%,"113",
"JOURNAL OF TIME SERIES ANALYSIS","J TIME SER ANAL","WILEY","0143-9782","1467-9892","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,083","1","0.46","1.1","42.55"%,"100"%,"72",
"JOURNAL OF TIME SERIES ANALYSIS","J TIME SER ANAL","WILEY","0143-9782","1467-9892","STATISTICS & PROBABILITY","SCIE","2,083","1","0.46","1.1","42.55"%,"100"%,"72",
"POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY","POP STUD-J DEMOG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0032-4728","1477-4747","DEMOGRAPHY","SSCI","2,082","2.2","1.04","2.9","57.78"%,"100"%,"24",
"POPULATION RESEARCH AND POLICY REVIEW","POPUL RES POLICY REV","SPRINGER","0167-5923","1573-7829","DEMOGRAPHY","SSCI","2,078","1.5","1.03","2.6","34.07"%,"100"%,"74",
"MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES","MILLENNIUM-J INT ST","SAGE PUBLICATIONS LTD","0305-8298","1477-9021","INTERNATIONAL RELATIONS","SSCI","2,076","1.8","0.96","2.4","43.16"%,"96.43"%,"28",
"QUEST","QUEST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0033-6297","1543-2750","EDUCATION & EDUCATIONAL RESEARCH","SSCI","2,068","1.7","0.73","2.2","29.03"%,"97.14"%,"35",
"QUEST","QUEST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0033-6297","1543-2750","SPORT SCIENCES","SCIE","2,068","1.7","0.73","2.2","29.03"%,"97.14"%,"35",
"Review of International Organizations","REV INT ORGAN","SPRINGER","1559-7431","1559-744X","ECONOMICS","SSCI","2,053","4","1.61","7.4","67.68"%,"100"%,"47",
"Review of International Organizations","REV INT ORGAN","SPRINGER","1559-7431","1559-744X","INTERNATIONAL RELATIONS","SSCI","2,053","4","1.61","7.4","67.68"%,"100"%,"47",
"Review of International Organizations","REV INT ORGAN","SPRINGER","1559-7431","1559-744X","POLITICAL SCIENCE","SSCI","2,053","4","1.61","7.4","67.68"%,"100"%,"47",
"Knowledge Management Research & Practice","KNOWL MAN RES PRACT","TAYLOR & FRANCIS LTD","1477-8238","1477-8246","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,043","3.8","0.87","3.7","13.46"%,"95.08"%,"61",
"Knowledge Management Research & Practice","KNOWL MAN RES PRACT","TAYLOR & FRANCIS LTD","1477-8238","1477-8246","MANAGEMENT","SSCI","2,043","3.8","0.87","3.7","13.46"%,"95.08"%,"61",
"STATISTICAL PAPERS","STAT PAP","SPRINGER","0932-5026","1613-9798","STATISTICS & PROBABILITY","SCIE","2,003","1.1","0.65","1.4","30.03"%,"100"%,"102",
"POPULATION AND ENVIRONMENT","POPUL ENVIRON","SPRINGER","0199-0039","1573-7810","DEMOGRAPHY","SSCI","1,967","2.5","1.03","4.1","39.47"%,"100"%,"28",
"POPULATION AND ENVIRONMENT","POPUL ENVIRON","SPRINGER","0199-0039","1573-7810","ENVIRONMENTAL STUDIES","SSCI","1,967","2.5","1.03","4.1","39.47"%,"100"%,"28",
"NEW TECHNOLOGY WORK AND EMPLOYMENT","NEW TECH WORK EMPLOY","WILEY","0268-1072","1468-005X","ERGONOMICS","SSCI","1,935","7.3","1.42","7.2","73.75"%,"100"%,"32",
"NEW TECHNOLOGY WORK AND EMPLOYMENT","NEW TECH WORK EMPLOY","WILEY","0268-1072","1468-005X","MANAGEMENT","SSCI","1,935","7.3","1.42","7.2","73.75"%,"100"%,"32",
"POLICY AND POLITICS","POLICY POLIT","POLICY PRESS","0305-5736","1470-8442","POLITICAL SCIENCE","SSCI","1,909","3.1","1.79","4.6","23.28"%,"94.23"%,"52",
"POLICY AND POLITICS","POLICY POLIT","POLICY PRESS","0305-5736","1470-8442","PUBLIC ADMINISTRATION","SSCI","1,909","3.1","1.79","4.6","23.28"%,"94.23"%,"52",
"RESEARCH EVALUATION","RES EVALUAT","OXFORD UNIV PRESS","0958-2029","1471-5449","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,902","2.5","0.79","3.3","49.3"%,"98.51"%,"67",
"Public Performance & Management Review","PUBLIC PERFORM MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1530-9576","1557-9271","PUBLIC ADMINISTRATION","SSCI","1,893","2.8","1.15","3.3","14.79"%,"100"%,"53",
"Risks","RISKS","MDPI","N/A","2227-9091","BUSINESS, FINANCE","ESCI","1,890","1.5","0.54","1.7","100"%,"96.06"%,"203",
"OR SPECTRUM","OR SPECTRUM","SPRINGER","0171-6468","1436-6304","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,888","1.9","0.38","2.8","55.91"%,"100"%,"54",
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,879","1.3","0.64","1.5","35.82"%,"96.43"%,"28",
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,879","1.3","0.64","1.5","35.82"%,"96.43"%,"28",
"LOCAL GOVERNMENT STUDIES","LOCAL GOV STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0300-3930","1743-9388","POLITICAL SCIENCE","SSCI","1,861","1.9","0.71","2.6","34.38"%,"100"%,"73",
"LOCAL GOVERNMENT STUDIES","LOCAL GOV STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0300-3930","1743-9388","PUBLIC ADMINISTRATION","SSCI","1,861","1.9","0.71","2.6","34.38"%,"100"%,"73",
"LOCAL GOVERNMENT STUDIES","LOCAL GOV STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0300-3930","1743-9388","REGIONAL & URBAN PLANNING","SSCI","1,861","1.9","0.71","2.6","34.38"%,"100"%,"73",
"Management Communication Quarterly","MANAGE COMMUN Q","SAGE PUBLICATIONS INC","0893-3189","1552-6798","COMMUNICATION","SSCI","1,848","2.4","0.83","2.8","15.15"%,"100"%,"28",
"Management Communication Quarterly","MANAGE COMMUN Q","SAGE PUBLICATIONS INC","0893-3189","1552-6798","MANAGEMENT","SSCI","1,848","2.4","0.83","2.8","15.15"%,"100"%,"28",
"SECURITY STUDIES","SECUR STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0963-6412","1556-1852","INTERNATIONAL RELATIONS","SSCI","1,827","3","1.4","3.2","32"%,"100"%,"15",
"Smart and Sustainable Built Environment","SMART SUSTAIN BUILT","EMERALD GROUP PUBLISHING LTD","2046-6099","2046-6102","CONSTRUCTION & BUILDING TECHNOLOGY","ESCI","1,823","4.6","0.75","4.8","7.28"%,"91.53"%,"118",
"Smart and Sustainable Built Environment","SMART SUSTAIN BUILT","EMERALD GROUP PUBLISHING LTD","2046-6099","2046-6102","ENGINEERING, CIVIL","ESCI","1,823","4.6","0.75","4.8","7.28"%,"91.53"%,"118",
"Smart and Sustainable Built Environment","SMART SUSTAIN BUILT","EMERALD GROUP PUBLISHING LTD","2046-6099","2046-6102","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","1,823","4.6","0.75","4.8","7.28"%,"91.53"%,"118",
"Review of Public Personnel Administration","REV PUBLIC PERS ADM","SAGE PUBLICATIONS INC","0734-371X","1552-759X","PUBLIC ADMINISTRATION","SSCI","1,817","3.1","1.26","4.8","25.49"%,"100"%,"38",
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE","SYST RES BEHAV SCI","WILEY","1092-7026","1099-1743","MANAGEMENT","SSCI","1,801","1.8","0.64","2.2","34.7"%,"100"%,"80",
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE","SYST RES BEHAV SCI","WILEY","1092-7026","1099-1743","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,801","1.8","0.64","2.2","34.7"%,"100"%,"80",
"LANGUAGE & COMMUNICATION","LANG COMMUN","PERGAMON-ELSEVIER SCIENCE LTD","0271-5309","1873-3395","COMMUNICATION","SSCI","1,779","1.4","0.74","1.6","45.29"%,"100"%,"58",
"LANGUAGE & COMMUNICATION","LANG COMMUN","PERGAMON-ELSEVIER SCIENCE LTD","0271-5309","1873-3395","LINGUISTICS","SSCI","1,779","1.4","0.74","1.6","45.29"%,"100"%,"58",
"Scandinavian Journal of Management","SCAND J MANAG","ELSEVIER SCI LTD","0956-5221","1873-3387","MANAGEMENT","SSCI","1,739","2.5","0.57","3","45.98"%,"100"%,"24",
"Review of International Economics","REV INT ECON","WILEY","0965-7576","1467-9396","ECONOMICS","SSCI","1,737","1.4","0.39","1.5","30.11"%,"100"%,"54",
"RESEARCH-TECHNOLOGY MANAGEMENT","RES TECHNOL MANAGE","TAYLOR & FRANCIS INC","0895-6308","1930-0166","BUSINESS","SSCI","1,731","3","0.3","3.4","28.28"%,"100"%,"51",
