Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Journal of Small Business and Enterprise Development","J SMALL BUS ENTERP D","EMERALD GROUP PUBLISHING LTD","1462-6004","1758-7840","BUSINESS","ESCI","3,133","3.6","0.63","4.1","15.56"%,"96.43"%,"84",
"JOURNAL OF COMPUTER INFORMATION SYSTEMS","J COMPUT INFORM SYST","TAYLOR & FRANCIS INC","0887-4417","2380-2057","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,100","4.2","0.81","3.9","11.85"%,"92.77"%,"83",
"JOURNAL OF GAMBLING STUDIES","J GAMBL STUD","SPRINGER","1050-5350","1573-3602","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","3,072","2.2","0.75","2.5","48.86"%,"91.95"%,"87",
"JOURNAL OF GAMBLING STUDIES","J GAMBL STUD","SPRINGER","1050-5350","1573-3602","SUBSTANCE ABUSE","SSCI","3,072","2.2","0.75","2.5","48.86"%,"91.95"%,"87",
"JOURNAL OF FORECASTING","J FORECASTING","WILEY","0277-6693","1099-131X","ECONOMICS","SSCI","3,044","2.7","0.81","2.9","24.15"%,"100"%,"183",
"JOURNAL OF FORECASTING","J FORECASTING","WILEY","0277-6693","1099-131X","MANAGEMENT","SSCI","3,044","2.7","0.81","2.9","24.15"%,"100"%,"183",
"JOURNAL OF POLICY MODELING","J POLICY MODEL","ELSEVIER SCIENCE INC","0161-8938","1873-8060","ECONOMICS","SSCI","3,043","3.1","1.04","3.3","21.18"%,"100"%,"68",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED","J EXP PSYCHOL-APPL","AMER PSYCHOLOGICAL ASSOC","1076-898X","1939-2192","PSYCHOLOGY, APPLIED","SSCI","3,030","2.1","0.9","2.9","19.85"%,"100"%,"18",
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","HUMAN KINETICS PUBL INC","0888-4773","1543-270X","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","3,012","3.5","1.03","3.9","4.92"%,"100"%,"29",
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","HUMAN KINETICS PUBL INC","0888-4773","1543-270X","MANAGEMENT","SSCI","3,012","3.5","1.03","3.9","4.92"%,"100"%,"29",
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","HUMAN KINETICS PUBL INC","0888-4773","1543-270X","SPORT SCIENCES","SCIE","3,012","3.5","1.03","3.9","4.92"%,"100"%,"29",
"Journal of Management & Organization","J MANAGE ORGAN","CAMBRIDGE UNIV PRESS","1833-3672","1839-3527","MANAGEMENT","SSCI","3,000","2.8","0.81","3.8","23.63"%,"98.77"%,"81",
"JOURNAL OF AGRICULTURAL ECONOMICS","J AGR ECON","WILEY","0021-857X","1477-9552","AGRICULTURAL ECONOMICS & POLICY","SCIE","2,985","4.2","1.28","4.4","63.16"%,"100"%,"33",
"JOURNAL OF AGRICULTURAL ECONOMICS","J AGR ECON","WILEY","0021-857X","1477-9552","ECONOMICS","SSCI","2,985","4.2","1.28","4.4","63.16"%,"100"%,"33",
"JOURNAL OF CAREER ASSESSMENT","J CAREER ASSESSMENT","SAGE PUBLICATIONS INC","1069-0727","1552-4590","PSYCHOLOGY, APPLIED","SSCI","2,978","2.8","0.98","3.6","13.38"%,"100"%,"49",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","TAYLOR & FRANCIS INC","0022-4065","2575-6230","ENGINEERING, INDUSTRIAL","SCIE","2,931","2.2","0.63","3.4","12.16"%,"100"%,"28",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","TAYLOR & FRANCIS INC","0022-4065","2575-6230","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","2,931","2.2","0.63","3.4","12.16"%,"100"%,"28",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","TAYLOR & FRANCIS INC","0022-4065","2575-6230","STATISTICS & PROBABILITY","SCIE","2,931","2.2","0.63","3.4","12.16"%,"100"%,"28",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","TAYLOR & FRANCIS LTD","1041-3200","1533-1571","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,903","3.2","1.03","4.1","41.32"%,"95.12"%,"41",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","TAYLOR & FRANCIS LTD","1041-3200","1533-1571","PSYCHOLOGY","SCIE","2,903","3.2","1.03","4.1","41.32"%,"95.12"%,"41",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","TAYLOR & FRANCIS LTD","1041-3200","1533-1571","PSYCHOLOGY, APPLIED","SSCI","2,903","3.2","1.03","4.1","41.32"%,"95.12"%,"41",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","TAYLOR & FRANCIS LTD","1041-3200","1533-1571","SPORT SCIENCES","SCIE","2,903","3.2","1.03","4.1","41.32"%,"95.12"%,"41",
"JOURNAL OF INTERNATIONAL MARKETING","J INT MARKETING","SAGE PUBLICATIONS INC","1069-031X","1547-7215","BUSINESS","SSCI","2,892","4.2","0.85","5.7","14.06"%,"100"%,"18",
"JOURNAL OF RISK AND UNCERTAINTY","J RISK UNCERTAINTY","SPRINGER","0895-5646","1573-0476","BUSINESS, FINANCE","SSCI","2,882","2.3","0.55","2.8","56.58"%,"88.89"%,"27",
"JOURNAL OF RISK AND UNCERTAINTY","J RISK UNCERTAINTY","SPRINGER","0895-5646","1573-0476","ECONOMICS","SSCI","2,882","2.3","0.55","2.8","56.58"%,"88.89"%,"27",
"Journal of Public Affairs","J PUBLIC AFF","WILEY","1472-3891","1479-1854","PUBLIC ADMINISTRATION","ESCI","2,854","1.8","0.83","2.5","15.83"%,"100"%,"53",
"JOURNAL OF PUBLIC POLICY & MARKETING","J PUBLIC POLICY MARK","SAGE PUBLICATIONS INC","0743-9156","1547-7207","BUSINESS","SSCI","2,823","4.7","0.84","7.2","11.11"%,"100"%,"25",
"Journal of International Development","J INT DEV","WILEY","0954-1748","1099-1328","DEVELOPMENT STUDIES","SSCI","2,813","1.7","0.56","1.9","39.71"%,"95"%,"100",
"JOURNAL OF CONSUMER AFFAIRS","J CONSUM AFF","WILEY","0022-0078","1745-6606","BUSINESS","SSCI","2,755","3.2","0.73","3.1","37.58"%,"100"%,"37",
"JOURNAL OF CONSUMER AFFAIRS","J CONSUM AFF","WILEY","0022-0078","1745-6606","ECONOMICS","SSCI","2,755","3.2","0.73","3.1","37.58"%,"100"%,"37",
"JOURNAL OF INFORMATION TECHNOLOGY","J INF TECHNOL-UK","SAGE PUBLICATIONS LTD","0268-3962","1466-4437","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,730","5.4","1.39","6.5","44.74"%,"100"%,"17",
"JOURNAL OF INFORMATION TECHNOLOGY","J INF TECHNOL-UK","SAGE PUBLICATIONS LTD","0268-3962","1466-4437","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,730","5.4","1.39","6.5","44.74"%,"100"%,"17",
"JOURNAL OF INFORMATION TECHNOLOGY","J INF TECHNOL-UK","SAGE PUBLICATIONS LTD","0268-3962","1466-4437","MANAGEMENT","SSCI","2,730","5.4","1.39","6.5","44.74"%,"100"%,"17",
"JOURNAL OF MANAGEMENT DEVELOPMENT","J MANAG DEV","EMERALD GROUP PUBLISHING LTD","0262-1711","1758-7492","MANAGEMENT","ESCI","2,717","3.1","0.66","3.7","7.02"%,"97.78"%,"45",
"JOURNAL OF PRODUCTIVITY ANALYSIS","J PROD ANAL","SPRINGER","0895-562X","1573-0441","BUSINESS","SSCI","2,692","1.8","0.55","1.9","40.17"%,"100"%,"26",
"JOURNAL OF PRODUCTIVITY ANALYSIS","J PROD ANAL","SPRINGER","0895-562X","1573-0441","ECONOMICS","SSCI","2,692","1.8","0.55","1.9","40.17"%,"100"%,"26",
"JOURNAL OF PRODUCTIVITY ANALYSIS","J PROD ANAL","SPRINGER","0895-562X","1573-0441","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","2,692","1.8","0.55","1.9","40.17"%,"100"%,"26",
"Journal of Purchasing and Supply Management","J PURCH SUPPLY MANAG","ELSEVIER SCI LTD","1478-4092","1873-6505","MANAGEMENT","SSCI","2,679","8.7","1.73","7.5","39.08"%,"96.88"%,"32",
"Journal of Research on Technology in Education","J RES TECHNOL EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1539-1523","1945-0818","EDUCATION & EDUCATIONAL RESEARCH","SSCI","2,675","5","2.02","5.9","14.37"%,"90.28"%,"72",
"JOURNAL OF ADVERTISING RESEARCH","J ADVERTISING RES","TAYLOR & FRANCIS LTD","0021-8499","1740-1909","BUSINESS","SSCI","2,669","2.4","0.72","3.3","0"%,"95.83"%,"24",
"JOURNAL OF ADVERTISING RESEARCH","J ADVERTISING RES","TAYLOR & FRANCIS LTD","0021-8499","1740-1909","COMMUNICATION","SSCI","2,669","2.4","0.72","3.3","0"%,"95.83"%,"24",
"Journal of Strategic Marketing","J STRATEG MARK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0965-254X","1466-4488","BUSINESS","ESCI","2,637","3.1","0.69","4.2","21.21"%,"100"%,"27",
"JOURNAL OF LEISURE RESEARCH","J LEISURE RES","TAYLOR & FRANCIS INC","0022-2216","2159-6417","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,628","1.9","0.94","2.9","11.38"%,"97.22"%,"36",
"JOURNAL OF LEISURE RESEARCH","J LEISURE RES","TAYLOR & FRANCIS INC","0022-2216","2159-6417","SOCIOLOGY","SSCI","2,628","1.9","0.94","2.9","11.38"%,"97.22"%,"36",
"Journal of Family Business Strategy","J FAM BUS STRATEG","ELSEVIER","1877-8585","1877-8593","BUSINESS","SSCI","2,621","6.1","1.76","7.8","32.26"%,"100"%,"29",
"Journal of Family Business Strategy","J FAM BUS STRATEG","ELSEVIER","1877-8585","1877-8593","MANAGEMENT","SSCI","2,621","6.1","1.76","7.8","32.26"%,"100"%,"29",
"JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY","J LANG SOC PSYCHOL","SAGE PUBLICATIONS INC","0261-927X","1552-6526","COMMUNICATION","SSCI","2,615","2.3","1.03","3","26.74"%,"95.65"%,"23",
"JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY","J LANG SOC PSYCHOL","SAGE PUBLICATIONS INC","0261-927X","1552-6526","LINGUISTICS","SSCI","2,615","2.3","1.03","3","26.74"%,"95.65"%,"23",
"JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY","J LANG SOC PSYCHOL","SAGE PUBLICATIONS INC","0261-927X","1552-6526","PSYCHOLOGY, SOCIAL","SSCI","2,615","2.3","1.03","3","26.74"%,"95.65"%,"23",
"Journal of Fashion Marketing and Management","J FASH MARK MANAG","EMERALD GROUP PUBLISHING LTD","1361-2026","1758-7433","BUSINESS","SSCI","2,554","3.3","0.71","4.9","2.72"%,"95"%,"40",
"Journal of Fashion Marketing and Management","J FASH MARK MANAG","EMERALD GROUP PUBLISHING LTD","1361-2026","1758-7433","MANAGEMENT","SSCI","2,554","3.3","0.71","4.9","2.72"%,"95"%,"40",
"JOURNAL OF SOCIAL POLICY","J SOC POLICY","CAMBRIDGE UNIV PRESS","0047-2794","1469-7823","PUBLIC ADMINISTRATION","SSCI","2,536","2.6","1.06","2.8","67.53"%,"100"%,"39",
"JOURNAL OF SOCIAL POLICY","J SOC POLICY","CAMBRIDGE UNIV PRESS","0047-2794","1469-7823","SOCIAL ISSUES","SSCI","2,536","2.6","1.06","2.8","67.53"%,"100"%,"39",
"JOURNAL OF SOCIAL POLICY","J SOC POLICY","CAMBRIDGE UNIV PRESS","0047-2794","1469-7823","SOCIAL WORK","SSCI","2,536","2.6","1.06","2.8","67.53"%,"100"%,"39",
"Journal of Leadership & Organizational Studies","J LEADERSH ORG STUD","SAGE PUBLICATIONS INC","1548-0518","1939-7089","MANAGEMENT","SSCI","2,503","4.9","1.19","5.7","28.79"%,"100"%,"23",
"Journal of Leadership & Organizational Studies","J LEADERSH ORG STUD","SAGE PUBLICATIONS INC","1548-0518","1939-7089","PSYCHOLOGY, APPLIED","SSCI","2,503","4.9","1.19","5.7","28.79"%,"100"%,"23",
"Journal of Hospitality and Tourism Technology","J HOSP TOUR TECHNOL","EMERALD GROUP PUBLISHING LTD","1757-9880","1757-9899","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,449","6.9","1.79","6.9","2.27"%,"94.12"%,"68",
"JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY","J ECON MANAGE STRAT","WILEY","1058-6407","1530-9134","ECONOMICS","SSCI","2,403","1.4","0.36","1.9","44.09"%,"97.83"%,"46",
"JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY","J ECON MANAGE STRAT","WILEY","1058-6407","1530-9134","MANAGEMENT","SSCI","2,403","1.4","0.36","1.9","44.09"%,"97.83"%,"46",
"JOURNAL OF FINANCIAL MARKETS","J FINANC MARK","ELSEVIER","1386-4181","1878-576X","BUSINESS, FINANCE","SSCI","2,380","2.1","0.66","2.8","18.12"%,"100"%,"31",
"Journal of Health Services Research & Policy","J HEALTH SERV RES PO","SAGE PUBLICATIONS INC","1355-8196","1758-1060","HEALTH POLICY & SERVICES","SSCI","2,376","2.7","0.82","2.6","55.79"%,"84.62"%,"26",
"JOURNAL OF EDUCATIONAL ADMINISTRATION","J EDUC ADMIN","EMERALD GROUP PUBLISHING LTD","0957-8234","1758-7395","EDUCATION & EDUCATIONAL RESEARCH","SSCI","2,323","2","1.01","2.9","4.5"%,"97.37"%,"38",
"JOURNAL OF MANAGEMENT INQUIRY","J MANAGE INQUIRY","SAGE PUBLICATIONS INC","1056-4926","1552-6542","MANAGEMENT","SSCI","2,262","3.8","0.88","3.5","37.68"%,"100"%,"30",
"JOURNAL OF CAREER DEVELOPMENT","J CAREER DEV","SAGE PUBLICATIONS INC","0894-8453","1556-0856","PSYCHOLOGY, APPLIED","SSCI","2,260","2.4","0.83","3.5","6.84"%,"94.59"%,"37",
"Journal of Family and Economic Issues","J FAM ECON ISS","SPRINGER INT PUBL AG","1058-0476","1573-3475","ECONOMICS","SSCI","2,241","2.9","0.96","3.1","28.06"%,"100"%,"69",
"Journal of Family and Economic Issues","J FAM ECON ISS","SPRINGER INT PUBL AG","1058-0476","1573-3475","FAMILY STUDIES","SSCI","2,241","2.9","0.96","3.1","28.06"%,"100"%,"69",
"Journal of Asian Economics","J ASIAN ECON","ELSEVIER","1049-0078","1873-7927","ECONOMICS","SSCI","2,233","3.4","1.04","3.5","4.25"%,"100"%,"120",
"Journal of Engineering Design and Technology","J ENG DES TECHNOL","EMERALD GROUP PUBLISHING LTD","1726-0531","1726-0531","ENGINEERING, MULTIDISCIPLINARY","ESCI","2,203","2.7","0.81","2.9","7.8"%,"92.73"%,"55",
"JOURNAL OF MACROECONOMICS","J MACROECON","ELSEVIER","0164-0704","1873-152X","ECONOMICS","SSCI","2,191","1.5","0.48","1.8","18.75"%,"100"%,"34",
"JOURNAL OF LAW ECONOMICS & ORGANIZATION","J LAW ECON ORGAN","OXFORD UNIV PRESS INC","8756-6222","1465-7341","ECONOMICS","SSCI","2,148","1.3","1","1.7","12.94"%,"100"%,"27",
"JOURNAL OF LAW ECONOMICS & ORGANIZATION","J LAW ECON ORGAN","OXFORD UNIV PRESS INC","8756-6222","1465-7341","LAW","SSCI","2,148","1.3","1","1.7","12.94"%,"100"%,"27",
"Journal of Management and Governance","J MANAG GOV","SPRINGER","1385-3457","1572-963X","MANAGEMENT","ESCI","2,135","4","0.76","4","48.04"%,"100"%,"35",
"Journal of Marketing Communications","J MARK COMMUN","TAYLOR & FRANCIS LTD","1352-7266","1466-4445","BUSINESS","ESCI","2,112","4.6","1.83","N/A","11.9"%,"93.02"%,"86",
"Journal of Marketing Communications","J MARK COMMUN","TAYLOR & FRANCIS LTD","1352-7266","1466-4445","COMMUNICATION","ESCI","2,112","4.6","1.83","N/A","11.9"%,"93.02"%,"86",
"Journal of Hospitality and Tourism Insights","J HOSP TOUR INSIGHTS","EMERALD GROUP PUBLISHING LTD","2514-9792","2514-9806","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","2,109","4.8","1.34","4.8","2.68"%,"96.38"%,"138",
"JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS","J REAL ESTATE FINANC","SPRINGER","0895-5638","1573-045X","BUSINESS, FINANCE","SSCI","2,108","1.8","0.54","1.9","28.93"%,"100"%,"28",
"JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS","J REAL ESTATE FINANC","SPRINGER","0895-5638","1573-045X","ECONOMICS","SSCI","2,108","1.8","0.54","1.9","28.93"%,"100"%,"28",
"JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS","J REAL ESTATE FINANC","SPRINGER","0895-5638","1573-045X","URBAN STUDIES","SSCI","2,108","1.8","0.54","1.9","28.93"%,"100"%,"28",
"JOURNAL OF ECONOMIC STUDIES","J ECON STUD","EMERALD GROUP PUBLISHING LTD","0144-3585","N/A","ECONOMICS","ESCI","2,090","2.4","0.57","2.4","9.15"%,"100"%,"119",
"JOURNAL OF RISK AND INSURANCE","J RISK INSUR","WILEY","0022-4367","1539-6975","BUSINESS, FINANCE","SSCI","2,058","1.7","0.62","2","38.04"%,"100"%,"27",
"JOURNAL OF RISK AND INSURANCE","J RISK INSUR","WILEY","0022-4367","1539-6975","ECONOMICS","SSCI","2,058","1.7","0.62","2","38.04"%,"100"%,"27",
"JOURNAL OF FINANCIAL RESEARCH","J FINANC RES-US","WILEY","0270-2592","1475-6803","BUSINESS, FINANCE","SSCI","2,052","2.1","0.27","3.6","30.91"%,"100"%,"74",
"Journal of Industrial and Management Optimization","J IND MANAG OPTIM","AMER INST MATHEMATICAL SCIENCES-AIMS","1547-5816","1553-166X","ENGINEERING, MULTIDISCIPLINARY","SCIE","2,045","1.6","0.4","1.3","85.63"%,"99.51"%,"205",
"Journal of Industrial and Management Optimization","J IND MANAG OPTIM","AMER INST MATHEMATICAL SCIENCES-AIMS","1547-5816","1553-166X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,045","1.6","0.4","1.3","85.63"%,"99.51"%,"205",
"Journal of Industrial and Management Optimization","J IND MANAG OPTIM","AMER INST MATHEMATICAL SCIENCES-AIMS","1547-5816","1553-166X","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","2,045","1.6","0.4","1.3","85.63"%,"99.51"%,"205",
"Journal of Business Economics and Management","J BUS ECON MANAG","VILNIUS GEDIMINAS TECH UNIV","1611-1699","2029-4433","BUSINESS","SSCI","2,033","2.7","0.67","2.8","99.47"%,"100"%,"63",
"Journal of Business Economics and Management","J BUS ECON MANAG","VILNIUS GEDIMINAS TECH UNIV","1611-1699","2029-4433","ECONOMICS","SSCI","2,033","2.7","0.67","2.8","99.47"%,"100"%,"63",
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","TAYLOR & FRANCIS INC","1547-2450","1547-2442","TRANSPORTATION","SSCI","2,019","2.8","0.62","3.7","6.71"%,"100"%,"50",
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","TAYLOR & FRANCIS INC","1547-2450","1547-2442","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","2,019","2.8","0.62","3.7","6.71"%,"100"%,"50",
"Journal of Global Information Management","J GLOB INF MANAG","IGI GLOBAL","1062-7375","1533-7995","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,990","3.9","1.27","3.4","95.73"%,"97.5"%,"80",
"Journal of Macromarketing","J MACROMARKETING","SAGE PUBLICATIONS INC","0276-1467","1552-6534","BUSINESS","SSCI","1,965","2.3","0.61","3.5","24.82"%,"100"%,"57",
"Journal of Financial Econometrics","J FINANC ECONOMET","OXFORD UNIV PRESS","1479-8409","1479-8417","BUSINESS, FINANCE","SSCI","1,922","2.2","0.6","2.9","26.02"%,"100"%,"30",
"Journal of Financial Econometrics","J FINANC ECONOMET","OXFORD UNIV PRESS","1479-8409","1479-8417","ECONOMICS","SSCI","1,922","2.2","0.6","2.9","26.02"%,"100"%,"30",
"Journal of International Migration and Integration","J INT MIGR INTEGR","SPRINGER HEIDELBERG","1488-3473","1874-6365","DEMOGRAPHY","ESCI","1,919","1.8","0.75","2","46.24"%,"90.2"%,"102",
"Journal of Financial Reporting and Accounting","J FINANC REPORT ACCO","EMERALD GROUP PUBLISHING LTD","1985-2517","2042-5856","BUSINESS, FINANCE","ESCI","1,886","4.2","1.05","4.1","1.26"%,"98.33"%,"120",
"JOURNAL OF EVOLUTIONARY ECONOMICS","J EVOL ECON","SPRINGER","0936-9937","1432-1386","ECONOMICS","SSCI","1,868","1.8","0.47","2.1","52.29"%,"100"%,"29",
"Journal of the Association of Environmental and Resource Economists","J ASSOC ENVIRON RESO","UNIV CHICAGO PRESS","2333-5955","2333-5963","ECONOMICS","SSCI","1,867","3.2","0.96","4.4","1.46"%,"100"%,"54",
"Journal of the Association of Environmental and Resource Economists","J ASSOC ENVIRON RESO","UNIV CHICAGO PRESS","2333-5955","2333-5963","ENVIRONMENTAL STUDIES","SSCI","1,867","3.2","0.96","4.4","1.46"%,"100"%,"54",
"JOURNAL OF SOCIOLOGY","J SOCIOL","SAGE PUBLICATIONS LTD","1440-7833","1741-2978","SOCIOLOGY","SSCI","1,865","2","0.82","2.9","44.33"%,"100"%,"44",
"JOURNAL OF ECONOMIC ISSUES","J ECON ISSUES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0021-3624","1946-326X","ECONOMICS","SSCI","1,844","0.8","0.27","0.9","15.5"%,"97.62"%,"84",
"JOURNAL OF APPLIED COMMUNICATION RESEARCH","J APPL COMMUN RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0090-9882","1479-5752","COMMUNICATION","SSCI","1,806","1.7","0.78","2.6","6.36"%,"100"%,"28",
"JOURNAL OF MATHEMATICAL ECONOMICS","J MATH ECON","ELSEVIER SCIENCE SA","0304-4068","1873-1538","ECONOMICS","SSCI","1,779","0.7","0.3","0.8","30.74"%,"100"%,"89",
"JOURNAL OF MATHEMATICAL ECONOMICS","J MATH ECON","ELSEVIER SCIENCE SA","0304-4068","1873-1538","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,779","0.7","0.3","0.8","30.74"%,"100"%,"89",
"JOURNAL OF MATHEMATICAL ECONOMICS","J MATH ECON","ELSEVIER SCIENCE SA","0304-4068","1873-1538","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,779","0.7","0.3","0.8","30.74"%,"100"%,"89",
"Journal of Public Relations Research","J PUBLIC RELAT RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1062-726X","1532-754X","COMMUNICATION","SSCI","1,756","3.4","1.71","4.3","9.52"%,"100"%,"27",
"Journal of Behavioral and Experimental Economics","J BEHAV EXP ECON","ELSEVIER SCIENCE INC","2214-8043","2214-8051","ECONOMICS","SSCI","1,743","1.4","0.46","1.8","41.94"%,"100"%,"123",
"JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT","J ENG TECHNOL MANAGE","ELSEVIER","0923-4748","1879-1719","BUSINESS","SSCI","1,729","3.9","0.73","4.3","26.67"%,"97.22"%,"36",
"JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT","J ENG TECHNOL MANAGE","ELSEVIER","0923-4748","1879-1719","ENGINEERING, INDUSTRIAL","SCIE","1,729","3.9","0.73","4.3","26.67"%,"97.22"%,"36",
"JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT","J ENG TECHNOL MANAGE","ELSEVIER","0923-4748","1879-1719","MANAGEMENT","SSCI","1,729","3.9","0.73","4.3","26.67"%,"97.22"%,"36",
"Journal of Islamic Accounting and Business Research","J ISLAMIC ACCOUNT BU","EMERALD GROUP PUBLISHING LTD","1759-0817","1759-0825","BUSINESS, FINANCE","ESCI","1,705","2.8","0.69","2.7","1.12"%,"98.31"%,"118",
"Journal of Applied Accounting Research","J APPL ACCOUNT RES","EMERALD GROUP PUBLISHING LTD","0967-5426","1758-8855","BUSINESS, FINANCE","ESCI","1,683","3.7","1.01","4.4","13.33"%,"100"%,"36",
"JOURNAL OF INTELLIGENT INFORMATION SYSTEMS","J INTELL INF SYST","SPRINGER","0925-9902","1573-7675","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,655","3.4","0.59","3","25.91"%,"98.68"%,"76",
"JOURNAL OF INTELLIGENT INFORMATION SYSTEMS","J INTELL INF SYST","SPRINGER","0925-9902","1573-7675","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,655","3.4","0.59","3","25.91"%,"98.68"%,"76",
"Journal of Management Education","J MANAG EDUC","SAGE PUBLICATIONS INC","1052-5629","1552-6658","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,632","2.6","1.05","2.7","24.14"%,"100"%,"32",
"Journal of Higher Education Policy and Management","J HIGH EDUC POLICY M","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1360-080X","1469-9508","EDUCATION & EDUCATIONAL RESEARCH","SSCI","1,629","2.4","1.18","3.1","36.36"%,"94.12"%,"34",
"Journal of Personal Selling & Sales Management","J PERS SELL SALES M","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0885-3134","1557-7813","BUSINESS","ESCI","1,626","3.5","0.7","4.1","10.96"%,"93.75"%,"16",
"Journal of Biopharmaceutical Statistics","J BIOPHARM STAT","TAYLOR & FRANCIS INC","1054-3406","1520-5711","PHARMACOLOGY & PHARMACY","SCIE","1,607","1.2","0.53","1.3","9.23"%,"97.85"%,"93",
"Journal of Biopharmaceutical Statistics","J BIOPHARM STAT","TAYLOR & FRANCIS INC","1054-3406","1520-5711","STATISTICS & PROBABILITY","SCIE","1,607","1.2","0.53","1.3","9.23"%,"97.85"%,"93",
"Journal of Health Organization and Management","J HEALTH ORGAN MANAG","EMERALD GROUP PUBLISHING LTD","1477-7266","1758-7247","HEALTH POLICY & SERVICES","SSCI","1,596","2.2","0.71","2.2","18.41"%,"90.24"%,"123",
"JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS","J AGR BIOL ENVIR ST","SPRINGER","1085-7117","1537-2693","BIOLOGY","SCIE","1,591","1.1","0.41","1.4","43.27"%,"97.37"%,"76",
"JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS","J AGR BIOL ENVIR ST","SPRINGER","1085-7117","1537-2693","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,591","1.1","0.41","1.4","43.27"%,"97.37"%,"76",
"JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS","J AGR BIOL ENVIR ST","SPRINGER","1085-7117","1537-2693","STATISTICS & PROBABILITY","SCIE","1,591","1.1","0.41","1.4","43.27"%,"97.37"%,"76",
"Journal of Public Policy","J PUBLIC POLICY","CAMBRIDGE UNIV PRESS","0143-814X","1469-7815","POLITICAL SCIENCE","SSCI","1,542","2.1","0.91","2.6","70.8"%,"100"%,"29",
"Journal of Public Policy","J PUBLIC POLICY","CAMBRIDGE UNIV PRESS","0143-814X","1469-7815","PUBLIC ADMINISTRATION","SSCI","1,542","2.1","0.91","2.6","70.8"%,"100"%,"29",
