Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
Earnings management incentives in post-transitional countries : empirical evidence from Slovenia,2003,Journals,Revue internationale de sociologie,http://espace.library.uq.edu.au/view/UQ:541bdb5,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Managing earnings: factors that may influence the choice of depreciation method in large Slovenian firms,2002,Journals,Economic and Business Review: for Central and South-Eastern Europe,http://espace.library.uq.edu.au/view/UQ:4672008,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Research on discretional choices in financial reporting (Raziskave diskrecijske izbire pri računovodskem poročanju),2002,Journals,Revizor: revija o reviziji,http://espace.library.uq.edu.au/view/UQ:e225b18,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Contribution of various economic and non-economic theories to management accounting control (In Croatian: Doprinosi različitih ekonomskih i neekonomskih teorija razvoju računovodstva za nadzor),2000,Journals,Računovodstvo i financije,http://espace.library.uq.edu.au/view/UQ:5c3dca5,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
"Measuring cyber risk: integrating methodological, behavioral, and organizational perspectives",2023,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:e133dbd,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Measuring and managing cyber risk,2023,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:f2d4f5b,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Can accountability mitigate managerial myopia?,2019,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:9ae8367,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
"What matters more to engage in challenging tasks: achievement motive, monetary reward or feedback?",2019,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:51e71be,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The effect of accountability on managerial myopia,2019,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:caff5b4,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Gender differences in incentive sensitivity,2018,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:7839706,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
External auditor reliance on internal audit : the moderating role of audit committee,2018,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:d7ab791,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Incentive sensitivity to achievement motivation in cognitive task,2017,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:60356e3,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Incentive sensitivity in relation to achievement motivation in cognitive tasks,2017,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:c498e57,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The role of cognitive frames in combined decisions about risk level and effort exertion,2015,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:b6a1305,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Does accountability enhance cognitive control? : experimental evidence,2015,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:3e7496f,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Does a long-term personal relationship between an auditor and a client invoke conscious misjudgements or unconscious biases? An experimental  Does a long-term personal relationship between an auditor and a client invoke conscious misjudgements or unconscious biases? : an experimental analysis,2014,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:341f001,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The influence of professional qualification on customers perceived quality of accounting services and retention decision,2013,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:0666485,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Vpliv merjenja uspešnosti in nagrajevanja uprav na njihovo odločanje,2013,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:81ed8b4,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
How to mitigate auditors' conscious and unconscious bias?,2012,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:241501e,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Identifying temporal relationships within multidimensional performance measurement,2011,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:192ecc5,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Prirejanje poslovnega izida in finančnega stanja podjetja ter možnosti za preprečevanje le-tega,2011,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:900ab6c,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The effect of bonus scheme and bonus deferral on risk propensity : an experimental analysis,2010,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:c806111,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Disclosures of off-balance sheet arrangements,2009,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:a6d2e47,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Pay me right: reference values and executive compensation,2009,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:195fb0f,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Performance evaluation justice: impact of personality and context,2008,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:edcf3ff,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
"How formality of managerial control systems affects managerial justice perceptions, motivation and organisational commitment",2008,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:b299175,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The impact of target setting on managerial motivation & performance : the case of an Eastern European bank,2008,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:f7efd08,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Kaj je poštena vrednost kapitalskih inštrumentov na plitkem trgu kapitala?,2008,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:0487d42,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Discussion Paper: 2023-2030 Australian Cyber Security Strategy,2023,Working Paper,,http://espace.library.uq.edu.au/view/UQ:1175c18,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Dataset of data breaches and ransomware attacks over 15 years from 2004,2020,Data Collection,,http://espace.library.uq.edu.au/view/UQ:dfe5027,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Health and creativity: evidence from corporate innovation,2025,Journals,Research Policy,http://espace.library.uq.edu.au/view/UQ:241379b,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Environmental externalities of corporate culture: evidence from firm pollution,2025,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:0c0a040,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Organization capital and labor investment efficiency,2025,Journals,Journal of Financial Stability,http://espace.library.uq.edu.au/view/UQ:f860431,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Does exchange-traded fund ownership affect a firm’s expected crash risk?,2025,Journals,European Accounting Review,http://espace.library.uq.edu.au/view/UQ:4410e39,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Effect of stock liquidity on the economic value of patents: Evidence from U.S. patent data,2024,Journals,International Review of Financial Analysis,http://espace.library.uq.edu.au/view/UQ:87f5695,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
CEO Initial Contract Duration and Corporate Acquisitions,2024,Journals,Organization Science,http://espace.library.uq.edu.au/view/UQ:6c5adea,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Do exchange traded funds affect corporate cash holdings?,2024,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:b80b879,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
An introduction to frontier on corporate finance and capital market development in China,2024,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:a307815,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Missing the boat: regulatory approval delay and investment project outcomes,2023,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:54c8f86,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Corporate cash holdings through economic policy uncertainty: An Australian study,2023,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:6287fa7,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
To see is to believe: Corporate site visits and mutual fund herding,2023,Journals,Financial Management,http://espace.library.uq.edu.au/view/UQ:513eba7,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
The determinants of COVID-19 morbidity and mortality across countries,2022,Journals,Scientific Reports,http://espace.library.uq.edu.au/view/UQ:b7e8ead,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Nowhere to hide: response of corporate restructuring activities to mandatory segment disclosure,2022,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:fc9e182,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Toxic emissions and corporate green innovation,2022,Journals,SSRN Electronic Journal,http://espace.library.uq.edu.au/view/UQ:e44b999,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Do external labor market incentives improve labor investment efficiency?,2022,Journals,Journal of Behavioral and Experimental Finance,http://espace.library.uq.edu.au/view/UQ:1fabc95,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Business shocks and corporate leverage,2021,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:af07d11,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
CEO turnover and bankrupt firms’ emergence,2020,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:8679f71,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
The role of blockholders in the corporate debt maturity structure,2019,Journals,Economics Letters,http://espace.library.uq.edu.au/view/UQ:9274c4d,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Labor unions and corporate financial leverage: the bargaining device versus crowding-out hypotheses,2019,Journals,Journal of Financial Intermediation,http://espace.library.uq.edu.au/view/UQ:599623,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Why do overconfident REIT CEOs issue more debt? Mechanisms and value implications,2017,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:578307,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
"Deviation from target capital structure, cost of equity and speed of adjustment",2016,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:390746,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
"A contemporary view of corporate finance theory, empirical evidence and practice",2016,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:386816,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
CEO overconfidence and corporate debt maturity,2016,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:374513,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Short-selling pressure and last-resort debt financing: evidence from 144A high-yield risk-adjusted debt,2015,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:351123,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Joint leverage and maturity choices in real estate firms: the role of the REIT status,2014,Journals,Journal of Real Estate Finance and Economics,http://espace.library.uq.edu.au/view/UQ:284069,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
The determinants of debt maturity in Australian firms,2012,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:229067,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
An empirical investigation of the mergers decision process in Australia,2012,Journals,Economic Record,http://espace.library.uq.edu.au/view/UQ:284067,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
The 2011 FTA Corporate Treasury Survey: Australia and New Zealand,2011,Generic Document,,http://espace.library.uq.edu.au/view/UQ:271353,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Corporate Debt Maturity,2011,Theses,,http://espace.library.uq.edu.au/view/UQ:243115,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
An empirical examination of corporate capital structure in Australia,2006,Theses,,http://espace.library.uq.edu.au/view/UQ:221491,Kelvin Tan,https://business.uq.edu.au/profile/248/kelvin-tan,Associate Professor,Finance,D
Do CEOs' industry tournament incentives affect stock liquidity?,2025,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:7f62600,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Reproducibility in Management Science,2024,Journals,Management Science,http://espace.library.uq.edu.au/view/UQ:95040df,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Political uncertainty and commonality in liquidity,2024,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:f2fa420,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Does takeover activity affect stock price crash risk? Evidence from international M&A laws,2020,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:ca03952,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Media coverage and stock price synchronicity,2020,Journals,International Review of Financial Analysis,http://espace.library.uq.edu.au/view/UQ:a807b8f,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Individualistic cultures and crash risk,2019,Journals,European Financial Management,http://espace.library.uq.edu.au/view/UQ:f662033,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
How do foreign institutional investors enhance firm innovation?,2017,Journals,Journal of Financial and Quantitative Analysis,http://espace.library.uq.edu.au/view/UQ:b1ba16c,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
When Is a Firm's Information Asymmetry Priced? The Role of Institutional Investors,2015,Journals,International Review of Finance,http://espace.library.uq.edu.au/view/UQ:2885421,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Mandatory ESG disclosure and IPO underpricing worldwide,2023,Conference Paper,,http://espace.library.uq.edu.au/view/UQ:1647902,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Foreign expansion and corporate innovation: cross-country evidence,2021,Working Paper,,http://espace.library.uq.edu.au/view/UQ:344bddc,Leo Luong,https://business.uq.edu.au/profile/2530/leo-luong,Lecturer,Finance,B
Reproducibility in Management Science,2024,Journals,Management Science,http://espace.library.uq.edu.au/view/UQ:95040df,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Political uncertainty and commonality in liquidity,2024,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:f2fa420,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Political similarities in credit ratings,2023,Journals,International Review of Financial Analysis,http://espace.library.uq.edu.au/view/UQ:59fdc3d,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Asymmetric trading responses to credit rating announcements from issuer‐ versus investor‐paid rating agencies,2023,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:a099ea9,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
"LGBT policy, investor trading behavior, and return comovement",2022,Journals,Journal of Economic Behavior and Organization,http://espace.library.uq.edu.au/view/UQ:8236a44,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
The undesirable effect of audit quality: Evidence from firm innovation,2020,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:986f676,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
The impact of audit quality in rights offerings,2020,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:b61ae57,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
The bright side of co-opted boards: evidence from firm innovation,2020,Journals,Financial Review,http://espace.library.uq.edu.au/view/UQ:f779e71,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Board co-option and default risk,2020,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:128259b,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Does takeover activity affect stock price crash risk? Evidence from international M&A laws,2020,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:ca03952,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Share repurchases and firm innovation,2020,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:8538c19,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Media coverage and stock price synchronicity,2020,Journals,International Review of Financial Analysis,http://espace.library.uq.edu.au/view/UQ:a807b8f,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
News media coverage and corporate leverage adjustments,2019,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:5975cbe,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Individualistic cultures and crash risk,2019,Journals,European Financial Management,http://espace.library.uq.edu.au/view/UQ:f662033,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Skill or effort? Institutional ownership and managerial efficiency,2018,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:1c8d48d,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Institutional trading before dividend reduction announcements,2017,Journals,Journal of Financial Markets,http://espace.library.uq.edu.au/view/UQ:5d2d6a8,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
How do foreign institutional investors enhance firm innovation?,2017,Journals,Journal of Financial and Quantitative Analysis,http://espace.library.uq.edu.au/view/UQ:b1ba16c,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
When Is a Firm's Information Asymmetry Priced? The Role of Institutional Investors,2015,Journals,International Review of Finance,http://espace.library.uq.edu.au/view/UQ:2885421,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Corporate governance and corporate financing and investment during the 2007-2008 financial crisis,2015,Journals,Financial Management,http://espace.library.uq.edu.au/view/UQ:8aab443,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
"Overnight public information, order placement, and price discovery during the pre-opening period",2012,Journals,Journal of Banking & Finance,http://espace.library.uq.edu.au/view/UQ:c47d59e,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Mandatory ESG disclosure and IPO underpricing worldwide,2023,Conference Paper,,http://espace.library.uq.edu.au/view/UQ:1647902,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Foreign expansion and corporate innovation: cross-country evidence,2021,Working Paper,,http://espace.library.uq.edu.au/view/UQ:344bddc,Lily Nguyen,https://business.uq.edu.au/profile/2569/lily-nguyen,Senior Lecturer,Finance,C
Resurrecting the market factor: a case of data mining across international markets,2023,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:c4d1858,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Economic uncertainty and cross section of stock returns: Australian evidence,2022,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:1da2e10,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Using abnormal analyst coverage to unlock new evidence on stock price crash risk,2021,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:d29ce99,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Managerial rents vs. shareholder value in closed-end funds: evidence from China,2020,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:9690529,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Predicting stock returns with implied cost of capital: a partial least squares approach,2020,Journals,Journal of Financial Markets,http://espace.library.uq.edu.au/view/UQ:0e5ab16,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Is the ex-ante equity premium always positive? Evidence from a new conditional expectations model,2019,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:f5063d7,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Is that factor just lucky? Australian evidence,2019,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:4ce00b8,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Analyst vs. model-based earnings forecasts: implied cost of capital applications,2019,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:d28645c,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Market discipline and bank risk taking,2013,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:305721,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
Three essays on modelling and testing the conditional risk premium,2016,Thesis,,http://espace.library.uq.edu.au/view/UQ:377418,Khoa Hoang,https://business.uq.edu.au/profile/404/khoa-hoang,Senior Lecturer,Finance,C
CEO Initial Contract Duration and Corporate Acquisitions,2024,Journals,Organization Science,http://espace.library.uq.edu.au/view/UQ:6c5adea,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Resurrecting the market factor: a case of data mining across international markets,2023,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:c4d1858,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Missing the boat: regulatory approval delay and investment project outcomes,2023,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:54c8f86,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Economic uncertainty and cross section of stock returns: Australian evidence,2022,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:1da2e10,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Predicting stock returns with implied cost of capital: a partial least squares approach,2020,Journals,Journal of Financial Markets,http://espace.library.uq.edu.au/view/UQ:0e5ab16,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Is that factor just lucky? Australian evidence,2019,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:4ce00b8,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
CEO overconfidence and corporate debt maturity,2016,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:374513,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Managerial Overconfidence and Corporate Finance Policies,2017,Thesis,,http://espace.library.uq.edu.au/view/UQ:683454,Ronghong Huang,https://business.uq.edu.au/profile/407/ronghong-huang,Senior Lecturer,Finance,C
Switching between superannuation funds: Does performance and marketing matter?,2020,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:3215d66,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Predicting stock returns with implied cost of capital: a partial least squares approach,2020,Journals,Journal of Financial Markets,http://espace.library.uq.edu.au/view/UQ:0e5ab16,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Superannuation on ABC News Channel - Interview with Dr Natalie Peng about the impacts of the US Tariffs on Australian Superannuation Fund Investments,2025,Video Document,,http://espace.library.uq.edu.au/view/UQ:3934fb2,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Information cost and member choice in the Australian superannuation industry,2017,Thesis,,http://espace.library.uq.edu.au/view/UQ:690565,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Could Labor’s super tax reforms be headed for a makeover? Here’s how a redesign might work,"2025,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:0d5181d,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
‘Behind every claim is a grieving family’. Death benefits inquiry demands change but lacks penalties,"2025,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:f040f2d,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
New ‘best practice’ principles for superannuation products are coming. We asked a panel of experts what should be included,"2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:4e65d46,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
ASIC’s lawsuit against Cbus has put the big super funds on notice,"2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:308bdfb,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Super and the gender gap: closing the retirement savings divide,"2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:ce79c6a,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
"The Friday Fight. No, we shouldn't abolish superannuation - we should fix it!","2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:919eb51,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
EXPERT REACTION: Federal Budget 2024-2025,"2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:63409a4,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
"From the gender gap to greenwashing, what’s your super up to?","2024,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:2d05ac6,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
