Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
International equity valuation: The relative importance of country and industry factors versus company-specific financial reporting information,2012,Journals,Accounting and Finance,http://dx.doi.org/10.1111/j.1467-629X.2011.00423.x,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Sources of earnings variability and their effect on earnings forecasts,2012,Journals,Accounting and Finance,http://dx.doi.org/10.1111/j.1467-629X.2011.00444.x,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
The Performance of Equity Analysts During the Global Financial Crisis,2011,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2010.00116.x,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Analyst coverage of Australian listed firms,2008,Journals,JASSA,,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Regulation Fair Disclosure and the Cost of Adverse Selection,2008,Journals,Journal of Accounting Research,http://dx.doi.org/10.1111/j.1475-679X.2008.00286.x,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
The marketing accounting interface - lessons and limitations,2008,Journals,Journal of Marketing Management,http://dx.doi.org/10.1362/026725708X345461,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Quarterly Cash Flow Reporting- Is It Useful?,2004,Journals,JASSA,,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
The Role of Political Costs in the Deferred Tax Policy Choice,2003,Journals,Australian Journal of Management,http://dx.doi.org/10.1177/031289620302800103,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Quarterly Cash Flow Reporting By Commitments Test Entities,2004,Conferences,,,Baljit Sidhu,https://sydney.edu.au/business/about/our-people/academic-staff/baljit.sidhu.html
Excel VBA for Business and Accounting,2018,Books,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
The Integrated Accounting Narrative (IAN): Tutorial Workbook,2015,Books,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Accounting information systems: Understanding business processes,2007,Books,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Accounting information systems,2005,Books,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
A Solution to the Systemic Issues with the Australian Retirement System,2021,Journals,Economic Papers,http://dx.doi.org/10.1111/1759-3441.12306,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Collaborating on a creative solution to teach creativity to Business students,2021,Journals,Journal of Learning Development in Higher Education,http://dx.doi.org/10.47408/jldhe.vi22.725,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Providing affective and supportive feedback in a multidisciplinary unit during the pandemic,2021,Journals,Journal of Learning Development in Higher Education,http://dx.doi.org/10.47408/jldhe.vi22.708,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
A Consumption v. Savings Analysis of Increasing the Superannuation Guarantee Levy,2020,Journals,Economic Papers,http://dx.doi.org/10.1111/1759-3441.12272,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Australian Retirement System: Significance of Pillars 3 and 4 in Achieving an Adequate Standard of Living in Retirement,2019,Journals,Economic Papers,http://dx.doi.org/10.1111/1759-3441.12261,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An Analysis of the Australian Superannuation System's Taxes and Transfers,2018,Journals,Economic Papers,http://dx.doi.org/10.1111/1759-3441.12215,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Adequacy of the Australian Superannuation Guarantee Levy: A post-retirement analysis,2017,Journals,JASSA,http://dx.doi.org/10.3316/informit.145944821900943,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Adequacy of the Australian Superannuation Guarantee Levy: A post-retirement analysis,2017,Journals,AJAF - The Australasian Journal of Applied Finance,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
"Review of article: `Media richness, user trust, and perceptions of corporate social responsibility: An experimental investigation of visual web site disclosures' by C.H Cho, J.R. Phillips, A.M.Hageman and D.M.Patten (Accounting, Auditing and Accountability Journal 22:6, 2009 pp 933-952)",2010,Journals,Social and Environmental Accountability Journal,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Tale of 2 retailers - Evolving sustainability narratives through the Covid-19 and Bushfire crises,2021,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Embracing technology in an introductory Accounting Curriculum: A fresh perspective,2016,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Embracing Technology in an introductory Accounting Curriculum: A fresh perspective,2015,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Embracing Technology in an introductory Accounting Curriculum: A fresh perspective,2015,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Determinants of Environmental Disclosure Practices of US Resource Companies: Hard Copy versus Internet Reporting,2010,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Resource companies environmental disclosure practices: Australian and UK evidence,2008,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
UK resource companies environmental disclosure practices: a multi-medium analysis,2008,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An insight into Australian resource companies' environmental disclosure practices,2007,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
A multi-medium analysis of US resource companies' environmental disclosure practices over time,2006,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An insight into Australian resource companies' environmental practices,2006,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Development of integrated learning in business curriculum,2006,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An insight into Australian resource companies' environmental disclosure practices,2005,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An insight into Australian resource companies' environmental disclosure practices,2005,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
An overview of environmental disclosure practices of US resource companies: hard copy versus internet reporting,2004,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Corporate reporting practices across several mediums: evidence from the USA,2004,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
Environmental disclosure practices: evidence from the USA and Australia,2004,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
"US resource company environmental disclosure practices: what, where and how?",2004,Conferences,,,Abdul Razeed,https://sydney.edu.au/business/about/our-people/academic-staff/abdul.razeed.html
A narrative analysis of the justifications and excuses of serious employee fraud offenders,2025,Journals,Contemporary Accounting Research,http://dx.doi.org/10.1111/1911-3846.12985,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Is there any strategy in university strategic plans? A comparative study of the tone and content of strategic plans of Australian universities,2025,Journals,Australian Journal of Management,http://dx.doi.org/10.1177/03128962251350347,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Stories of resistance: The role of online forums in response to Uber's algorithmic management,2025,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2025.102790,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
A narrative analysis of the justifications and excuses of serious employee fraud offenders,2024,Journals,Contemporary Accounting Research,http://dx.doi.org/10.1111/1911-3846.12985,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Greenwashing and sustainability assurance: a review and call for future research,2024,Journals,Journal of Accounting Literature,http://dx.doi.org/10.1108/JAL-11-2023-0201,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Algorithmic management and the politics of demand: Control and resistance at Uber,2023,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2023.101465,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
From the Ashes of the Anti-Phoenix: A Critique of Australia’s Illegal Phoenixing 2020 Reforms,2023,Journals,Company and Securities Law Journal,,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Boundary work at the margins of politics and auditing: rationalising advertising probity in Ontario,2022,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-06-2020-4641,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Employees' identification and management control systems: a case study of modern policing,2021,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-04-2020-4490,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Global supply chains after COVID-19: the end of the road for neoliberal globalisation?,2021,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-06-2020-4634,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
How Audit Committee Chairs Address Information-Processing Barriers,2021,Journals,The Accounting Review,http://dx.doi.org/10.2308/TAR-2018-0379,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Making artworks valuable: Categorisation and modes of valuation work,2021,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2020.101155,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Auditing and the Development of the Modern State,2020,Journals,Contemporary Accounting Research,http://dx.doi.org/10.1111/1911-3846.12497,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
"Strain, coping and sustained fraud offending",2020,Journals,Trends and Issues in Crime and Criminal Justice,http://dx.doi.org/10.52922/ti04367,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
"Accounting and the business of sport: past, present and future",2019,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-08-2019-4126,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
Close encounters and the illusion of accountability in the sharing economy,2019,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-09-2017-3156,Clinton Free,https://sydney.edu.au/business/about/our-people/academic-staff/clinton.free.html
